Time_Stamp,Input__NewOrder,Output__MAG1 Completed,Output__MAG2 Completed,Output__ReWork Completed,Emission,Grid
480.0,65.0,24.0,28.0,6.0,2076.23,3217.7
480.0,85.0,22.0,27.0,6.0,1914.87,3142.45
480.0,77.0,25.0,24.0,6.0,2056.91,3130.09
480.0,83.0,25.0,28.0,3.0,1941.45,3062.52
480.0,68.0,25.0,28.0,4.0,1998.44,3148.77
480.0,58.0,31.0,17.0,4.0,2091.12,2751.45
480.0,93.0,33.0,26.0,1.0,2140.67,3055.08
480.0,83.0,34.0,22.0,7.0,2486.82,3433.31
480.0,71.0,30.0,18.0,5.0,2107.43,2877.81
480.0,79.0,29.0,25.0,7.0,2366.79,3472.32
480.0,76.0,26.0,26.0,6.0,2214.0,3250.69
480.0,88.0,26.0,24.0,7.0,2168.01,3217.16
480.0,79.0,28.0,19.0,4.0,1920.04,2818.02
480.0,76.0,31.0,24.0,3.0,2102.28,3100.1
480.0,81.0,28.0,23.0,5.0,2199.36,3042.06
480.0,81.0,35.0,19.0,5.0,2392.29,3192.04
480.0,72.0,23.0,28.0,4.0,1865.93,3048.35
480.0,70.0,27.0,24.0,9.0,2363.2,3429.75
480.0,87.0,29.0,23.0,5.0,2236.5,3107.93
480.0,89.0,27.0,20.0,7.0,2198.93,3040.52
480.0,70.0,36.0,17.0,1.0,2114.31,2689.38
480.0,73.0,22.0,25.0,6.0,1975.49,3006.36
480.0,78.0,37.0,24.0,2.0,2325.86,3252.17
480.0,90.0,27.0,32.0,2.0,1996.93,3283.65
480.0,56.0,25.0,19.0,8.0,2093.53,3018.14
480.0,80.0,29.0,34.0,4.0,2315.5,3645.5
480.0,68.0,24.0,25.0,4.0,1847.31,2887.48
480.0,73.0,33.0,22.0,6.0,2389.25,3315.05
480.0,71.0,28.0,27.0,3.0,2130.4,3103.58
480.0,70.0,28.0,26.0,5.0,2153.35,3221.61
480.0,76.0,33.0,23.0,7.0,2413.92,3462.49
480.0,71.0,35.0,17.0,5.0,2323.85,3071.53
480.0,85.0,38.0,19.0,7.0,2584.25,3424.32
480.0,76.0,31.0,21.0,5.0,2240.99,3124.33
480.0,67.0,28.0,20.0,8.0,2288.32,3182.27
480.0,78.0,31.0,16.0,9.0,2461.39,3272.14
480.0,87.0,32.0,25.0,3.0,2174.48,3190.19
480.0,83.0,37.0,20.0,4.0,2412.0,3175.08
480.0,72.0,30.0,25.0,4.0,2198.44,3196.15
480.0,69.0,26.0,28.0,4.0,2036.54,3229.68
480.0,90.0,26.0,26.0,7.0,2230.04,3243.49
480.0,78.0,28.0,26.0,6.0,2271.76,3253.11
480.0,67.0,31.0,24.0,4.0,2192.65,3136.46
480.0,86.0,33.0,28.0,5.0,2477.7,3528.32
480.0,87.0,33.0,21.0,8.0,2462.27,3467.59
480.0,81.0,18.0,23.0,13.0,2164.36,3355.59
480.0,73.0,41.0,6.0,4.0,2434.06,2496.58
480.0,67.0,47.0,9.0,1.0,2453.22,2688.51
480.0,72.0,41.0,6.0,3.0,2324.69,2435.63
480.0,73.0,43.0,3.0,3.0,2395.89,2400.37
480.0,68.0,45.0,1.0,2.0,2325.48,2238.6
480.0,63.0,46.0,1.0,2.0,2384.62,2303.5
480.0,76.0,43.0,5.0,5.0,2613.34,2611.72
480.0,70.0,45.0,2.0,1.0,2297.98,2204.59
480.0,75.0,44.0,6.0,2.0,2471.97,2528.0
480.0,80.0,46.0,4.0,1.0,2400.32,2405.32
480.0,69.0,45.0,8.0,3.0,2536.14,2687.1
480.0,79.0,43.0,1.0,5.0,2584.21,2494.0
480.0,63.0,46.0,3.0,5.0,2631.35,2613.04
480.0,70.0,44.0,4.0,3.0,2428.78,2451.26
480.0,87.0,45.0,5.0,2.0,2386.26,2517.61
480.0,68.0,44.0,5.0,5.0,2635.7,2661.75
480.0,80.0,42.0,5.0,3.0,2328.77,2377.05
480.0,66.0,47.0,7.0,2.0,2544.83,2684.33
480.0,66.0,40.0,5.0,2.0,2207.05,2240.4
480.0,76.0,45.0,2.0,4.0,2455.87,2477.37
480.0,77.0,42.0,8.0,5.0,2545.98,2805.51
480.0,77.0,46.0,6.0,2.0,2482.62,2529.67
480.0,77.0,44.0,5.0,2.0,2349.24,2417.88
480.0,76.0,44.0,4.0,3.0,2431.9,2412.58
480.0,72.0,44.0,2.0,3.0,2441.08,2350.69
480.0,80.0,46.0,4.0,5.0,2649.25,2762.84
480.0,73.0,44.0,3.0,2.0,2320.85,2319.69
480.0,66.0,45.0,4.0,2.0,2411.66,2417.37
480.0,74.0,44.0,5.0,5.0,2640.1,2706.69
480.0,91.0,45.0,6.0,2.0,2428.08,2489.34
480.0,63.0,42.0,4.0,4.0,2450.98,2490.83
480.0,92.0,44.0,8.0,2.0,2360.26,2599.15
480.0,73.0,43.0,4.0,5.0,2594.53,2552.87
480.0,87.0,41.0,1.0,7.0,2591.38,2480.11
480.0,63.0,46.0,2.0,4.0,2537.81,2514.64
480.0,73.0,46.0,7.0,2.0,2527.97,2626.43
480.0,91.0,47.0,5.0,4.0,2646.58,2777.5
480.0,78.0,43.0,6.0,5.0,2619.14,2674.47
480.0,73.0,47.0,3.0,1.0,2400.67,2317.65
480.0,81.0,47.0,4.0,1.0,2422.72,2401.16
480.0,81.0,45.0,3.0,2.0,2366.9,2303.72
480.0,79.0,45.0,3.0,1.0,2325.36,2269.43
480.0,81.0,48.0,2.0,1.0,2417.58,2276.61
480.0,79.0,41.0,5.0,6.0,2656.85,2661.79
480.0,75.0,43.0,5.0,1.0,2255.41,2260.98
480.0,82.0,43.0,5.0,4.0,2493.2,2529.01
480.0,78.0,44.0,3.0,4.0,2498.63,2458.56
480.0,82.0,44.0,8.0,3.0,2500.09,2715.6
480.0,75.0,43.0,11.0,3.0,2547.11,2813.25
480.0,76.0,44.0,5.0,4.0,2566.46,2720.81
480.0,70.0,42.0,6.0,4.0,2479.41,2529.04
480.0,86.0,43.0,1.0,6.0,2541.87,2495.86
480.0,88.0,44.0,4.0,5.0,2608.74,2638.59
480.0,86.0,49.0,6.0,0.0,2448.43,2517.82
480.0,82.0,46.0,4.0,3.0,2488.12,2513.19
480.0,84.0,42.0,7.0,4.0,2487.75,2621.9
480.0,83.0,48.0,3.0,2.0,2486.37,2470.65
480.0,76.0,40.0,3.0,3.0,2283.75,2292.94
480.0,74.0,47.0,2.0,1.0,2399.13,2289.59
480.0,56.0,44.0,2.0,4.0,2489.25,2360.19
480.0,77.0,45.0,8.0,2.0,2464.67,2588.92
480.0,69.0,44.0,6.0,2.0,2382.98,2482.05
480.0,79.0,41.0,3.0,6.0,2545.77,2539.1
480.0,90.0,42.0,4.0,5.0,2545.03,2520.54
480.0,77.0,44.0,5.0,4.0,2520.17,2568.18
480.0,76.0,43.0,4.0,5.0,2590.27,2711.83
480.0,78.0,44.0,1.0,2.0,2381.15,2229.67
480.0,65.0,42.0,4.0,5.0,2524.91,2502.55
480.0,80.0,46.0,3.0,3.0,2488.41,2445.36
480.0,84.0,47.0,5.0,1.0,2431.4,2416.5
480.0,76.0,45.0,1.0,5.0,2544.59,2469.93
480.0,69.0,42.0,5.0,6.0,2583.21,2687.47
480.0,100.0,43.0,6.0,5.0,2622.31,2744.82
480.0,76.0,40.0,6.0,7.0,2628.56,2691.59
480.0,79.0,45.0,6.0,4.0,2575.91,2706.55
480.0,69.0,44.0,4.0,3.0,2413.23,2442.46
480.0,61.0,45.0,4.0,3.0,2520.82,2491.71
480.0,91.0,42.0,4.0,7.0,2701.12,2745.31
480.0,64.0,45.0,2.0,1.0,2284.83,2136.93
480.0,63.0,48.0,6.0,1.0,2480.39,2514.84
480.0,79.0,47.0,1.0,2.0,2434.47,2260.28
480.0,66.0,41.0,7.0,6.0,2611.27,2772.54
480.0,71.0,37.0,5.0,8.0,2570.93,2586.32
480.0,77.0,46.0,4.0,4.0,2567.86,2634.38
480.0,72.0,48.0,5.0,1.0,2430.51,2463.89
480.0,71.0,43.0,5.0,3.0,2379.17,2432.95
480.0,84.0,43.0,6.0,2.0,2351.58,2467.62
480.0,74.0,41.0,8.0,4.0,2468.74,2599.2
480.0,70.0,43.0,5.0,5.0,2600.64,2607.31
480.0,78.0,45.0,4.0,2.0,2395.86,2427.5
480.0,81.0,40.0,4.0,7.0,2586.83,2628.42
480.0,90.0,44.0,2.0,5.0,2546.56,2493.38
480.0,73.0,45.0,2.0,3.0,2435.92,2368.39
480.0,81.0,42.0,4.0,6.0,2610.38,2662.64
480.0,80.0,40.0,8.0,6.0,2548.55,2757.02
480.0,66.0,46.0,8.0,3.0,2555.16,2766.09
480.0,72.0,46.0,5.0,0.0,2329.25,2365.74
480.0,85.0,44.0,8.0,5.0,2671.86,2880.77
480.0,84.0,45.0,4.0,3.0,2523.42,2484.08
480.0,74.0,43.0,4.0,5.0,2525.44,2529.99
480.0,75.0,2.0,51.0,5.0,1337.34,3389.06
480.0,66.0,2.0,50.0,6.0,1353.81,3392.96
480.0,74.0,1.0,45.0,6.0,1222.24,3100.05
480.0,59.0,1.0,43.0,9.0,1354.43,3272.07
480.0,70.0,3.0,41.0,11.0,1529.85,3453.02
480.0,71.0,4.0,51.0,4.0,1422.42,3474.77
480.0,76.0,1.0,50.0,10.0,1561.58,3726.84
480.0,79.0,1.0,48.0,10.0,1504.96,3638.18
480.0,73.0,2.0,44.0,13.0,1655.58,3751.02
480.0,72.0,1.0,49.0,8.0,1407.81,3506.59
480.0,65.0,3.0,44.0,7.0,1389.71,3252.98
480.0,69.0,2.0,51.0,8.0,1497.92,3647.35
480.0,58.0,1.0,43.0,9.0,1361.14,3297.35
480.0,71.0,2.0,45.0,12.0,1684.73,3744.25
480.0,83.0,0.0,52.0,8.0,1408.6,3606.64
480.0,90.0,2.0,53.0,7.0,1461.88,3675.13
480.0,67.0,1.0,43.0,12.0,1541.72,3586.17
480.0,69.0,2.0,50.0,4.0,1241.04,3260.19
480.0,71.0,2.0,51.0,7.0,1425.53,3543.29
480.0,75.0,1.0,45.0,11.0,1529.55,3631.57
480.0,77.0,2.0,56.0,5.0,1399.3,3623.09
480.0,73.0,1.0,47.0,8.0,1378.83,3409.34
480.0,68.0,3.0,40.0,11.0,1548.98,3399.42
480.0,67.0,3.0,47.0,7.0,1451.64,3485.21
480.0,84.0,4.0,50.0,4.0,1371.57,3415.53
480.0,80.0,2.0,52.0,6.0,1438.09,3615.74
480.0,82.0,1.0,48.0,7.0,1361.35,3413.8
480.0,75.0,1.0,48.0,13.0,1713.5,3973.63
480.0,70.0,1.0,47.0,10.0,1478.69,3558.28
480.0,78.0,2.0,45.0,16.0,1858.42,3998.63
480.0,66.0,5.0,43.0,8.0,1482.03,3362.63
480.0,87.0,1.0,54.0,7.0,1430.44,3627.73
480.0,70.0,5.0,46.0,10.0,1692.64,3714.19
480.0,69.0,1.0,44.0,10.0,1425.06,3400.16
480.0,72.0,4.0,48.0,9.0,1586.88,3690.93
480.0,78.0,4.0,44.0,8.0,1480.38,3440.06
480.0,85.0,4.0,52.0,10.0,1741.68,3965.38
480.0,81.0,4.0,47.0,9.0,1586.04,3605.12
480.0,82.0,3.0,54.0,4.0,1354.28,3490.8
480.0,66.0,1.0,48.0,6.0,1274.58,3260.87
480.0,71.0,1.0,44.0,10.0,1448.94,3421.13
480.0,67.0,1.0,46.0,8.0,1373.06,3365.27
480.0,74.0,1.0,53.0,7.0,1442.01,3579.42
480.0,81.0,4.0,50.0,7.0,1560.08,3695.7
480.0,74.0,6.0,46.0,7.0,1575.26,3541.71
480.0,87.0,6.0,55.0,6.0,1678.56,3917.23
480.0,75.0,6.0,44.0,8.0,1553.21,3505.28
480.0,76.0,0.0,54.0,5.0,1277.94,3431.76
480.0,84.0,3.0,49.0,9.0,1595.57,3691.41
480.0,75.0,1.0,51.0,11.0,1612.22,3868.53
480.0,87.0,2.0,50.0,7.0,1418.37,3522.84
480.0,82.0,0.0,48.0,11.0,1520.22,3692.58
480.0,80.0,1.0,50.0,11.0,1599.38,3832.82
480.0,79.0,1.0,50.0,6.0,1348.58,3428.04
480.0,71.0,0.0,45.0,9.0,1374.67,3360.72
480.0,81.0,1.0,53.0,6.0,1391.8,3593.49
480.0,75.0,6.0,54.0,2.0,1376.81,3408.63
480.0,68.0,5.0,39.0,11.0,1598.22,3476.66
480.0,76.0,1.0,49.0,8.0,1418.24,3525.58
480.0,70.0,4.0,46.0,10.0,1608.76,3678.32
480.0,75.0,0.0,55.0,4.0,1225.25,3345.62
480.0,71.0,0.0,58.0,5.0,1366.66,3604.59
480.0,75.0,5.0,44.0,8.0,1511.05,3428.18
480.0,91.0,1.0,55.0,5.0,1339.34,3527.21
480.0,74.0,3.0,48.0,9.0,1575.4,3645.38
480.0,77.0,6.0,48.0,9.0,1677.03,3744.66
480.0,80.0,2.0,52.0,7.0,1453.76,3636.82
480.0,76.0,0.0,45.0,10.0,1440.43,3476.05
480.0,80.0,3.0,45.0,7.0,1432.41,3394.09
480.0,78.0,3.0,51.0,5.0,1353.76,3397.26
480.0,81.0,1.0,54.0,5.0,1348.35,3560.11
480.0,74.0,0.0,54.0,8.0,1475.67,3695.58
480.0,86.0,1.0,50.0,8.0,1457.76,3548.61
480.0,76.0,3.0,46.0,7.0,1382.2,3321.13
480.0,69.0,5.0,41.0,13.0,1733.86,3708.22
480.0,70.0,2.0,49.0,5.0,1284.83,3291.55
480.0,66.0,3.0,43.0,12.0,1674.31,3748.83
480.0,82.0,2.0,51.0,8.0,1486.81,3614.95
480.0,76.0,5.0,40.0,13.0,1742.44,3741.23
480.0,65.0,3.0,51.0,3.0,1239.51,3216.59
480.0,83.0,2.0,48.0,12.0,1699.8,3902.45
480.0,80.0,4.0,47.0,15.0,1928.11,4198.64
480.0,70.0,0.0,43.0,14.0,1602.16,3662.1
480.0,74.0,2.0,47.0,7.0,1356.97,3328.73
480.0,80.0,0.0,52.0,5.0,1223.81,3260.6
480.0,73.0,1.0,52.0,8.0,1452.24,3629.07
480.0,86.0,1.0,47.0,11.0,1582.05,3676.04
480.0,77.0,4.0,43.0,10.0,1562.29,3525.11
480.0,74.0,4.0,49.0,7.0,1490.47,3577.41
480.0,73.0,1.0,51.0,4.0,1194.8,3180.61
480.0,72.0,1.0,52.0,8.0,1447.91,3604.8
480.0,83.0,1.0,49.0,10.0,1525.91,3668.64
480.0,66.0,1.0,49.0,4.0,1178.11,3148.3
480.0,90.0,5.0,49.0,7.0,1549.77,3622.63
480.0,71.0,0.0,54.0,7.0,1374.01,3542.51
480.0,76.0,2.0,50.0,7.0,1417.87,3509.27
480.0,72.0,4.0,46.0,7.0,1472.29,3497.52
480.0,90.0,5.0,50.0,6.0,1508.36,3602.53
480.0,82.0,2.0,53.0,7.0,1457.03,3645.63
480.0,77.0,3.0,47.0,8.0,1493.6,3492.78
480.0,79.0,27.0,32.0,6.0,2345.97,3722.28
480.0,69.0,29.0,31.0,3.0,2161.54,3376.55
480.0,82.0,22.0,35.0,5.0,2003.66,3469.31
480.0,75.0,24.0,27.0,5.0,1997.56,3131.57
480.0,72.0,21.0,35.0,5.0,1979.66,3380.28
480.0,68.0,26.0,31.0,6.0,2181.68,3603.4
480.0,72.0,28.0,29.0,7.0,2304.09,3670.28
480.0,70.0,26.0,30.0,5.0,2125.64,3329.39
480.0,73.0,23.0,29.0,7.0,2103.38,3360.93
480.0,78.0,20.0,33.0,3.0,1755.79,3107.96
480.0,61.0,22.0,29.0,6.0,1999.03,3242.72
480.0,74.0,29.0,25.0,7.0,2313.63,3450.1
480.0,68.0,27.0,31.0,4.0,2088.85,3430.63
480.0,70.0,30.0,27.0,6.0,2385.75,3408.85
480.0,87.0,23.0,38.0,6.0,2197.39,3779.81
480.0,76.0,24.0,30.0,6.0,2118.85,3446.25
480.0,66.0,27.0,23.0,5.0,1998.96,3071.62
480.0,69.0,20.0,32.0,8.0,2081.73,3563.24
480.0,61.0,21.0,26.0,6.0,1938.08,3181.05
480.0,69.0,18.0,36.0,5.0,1903.85,3373.72
480.0,73.0,25.0,31.0,3.0,1949.32,3246.71
480.0,78.0,23.0,34.0,6.0,2091.94,3553.02
480.0,86.0,27.0,27.0,7.0,2231.62,3526.43
480.0,76.0,21.0,24.0,8.0,1969.18,3186.46
480.0,76.0,26.0,30.0,10.0,2489.43,3854.71
480.0,81.0,26.0,31.0,5.0,2118.9,3443.21
480.0,71.0,28.0,25.0,4.0,2035.73,3115.06
480.0,72.0,29.0,31.0,4.0,2222.49,3520.02
480.0,69.0,21.0,30.0,8.0,2098.62,3385.54
480.0,73.0,28.0,23.0,8.0,2368.01,3485.24
480.0,70.0,27.0,24.0,5.0,2074.16,3093.53
480.0,96.0,24.0,29.0,9.0,2237.43,3724.03
480.0,86.0,28.0,33.0,5.0,2283.01,3576.1
480.0,80.0,25.0,29.0,4.0,1980.53,3262.5
480.0,67.0,23.0,19.0,9.0,2108.97,3061.78
480.0,77.0,30.0,25.0,8.0,2460.37,3525.17
480.0,87.0,25.0,36.0,6.0,2249.95,3765.49
480.0,80.0,29.0,30.0,12.0,2620.94,4127.76
480.0,71.0,24.0,29.0,5.0,2002.32,3259.93
480.0,69.0,25.0,33.0,3.0,1991.89,3365.93
480.0,83.0,28.0,31.0,4.0,2181.72,3425.49
480.0,66.0,19.0,33.0,5.0,1866.32,3261.22
480.0,75.0,21.0,31.0,9.0,2189.72,3535.98
480.0,75.0,31.0,27.0,7.0,2477.87,3756.7
480.0,63.0,22.0,31.0,4.0,1974.81,3158.75
480.0,78.0,29.0,27.0,8.0,2376.4,3581.74
480.0,77.0,20.0,33.0,7.0,2019.35,3598.22
480.0,84.0,27.0,37.0,5.0,2244.53,3782.09
480.0,79.0,20.0,40.0,4.0,1929.93,3546.59
480.0,71.0,22.0,32.0,3.0,1839.82,3177.14
480.0,71.0,26.0,30.0,5.0,2126.48,3393.56
480.0,73.0,18.0,37.0,7.0,2054.21,3613.54
480.0,83.0,25.0,32.0,10.0,2451.13,3895.64
480.0,81.0,23.0,30.0,8.0,2161.38,3525.95
480.0,76.0,25.0,32.0,6.0,2145.56,3533.37
480.0,81.0,24.0,37.0,5.0,2186.54,3690.01
480.0,77.0,32.0,30.0,7.0,2608.0,3821.52
480.0,70.0,25.0,28.0,7.0,2180.54,3392.86
480.0,82.0,26.0,34.0,7.0,2301.16,3803.47
480.0,71.0,22.0,31.0,7.0,2107.25,3483.51
480.0,80.0,17.0,41.0,5.0,1870.82,3575.16
480.0,70.0,24.0,28.0,8.0,2119.57,3513.7
480.0,80.0,24.0,28.0,8.0,2263.08,3397.52
480.0,86.0,26.0,37.0,4.0,2199.48,3666.27
480.0,71.0,23.0,35.0,0.0,1749.0,3115.84
480.0,77.0,27.0,22.0,10.0,2297.73,3460.84
480.0,87.0,24.0,28.0,9.0,2370.37,3515.6
480.0,83.0,34.0,24.0,4.0,2297.86,3300.31
480.0,84.0,25.0,33.0,6.0,2265.88,3663.9
480.0,82.0,27.0,35.0,4.0,2185.14,3594.56
480.0,90.0,26.0,33.0,9.0,2390.15,3923.41
480.0,75.0,33.0,27.0,4.0,2322.39,3398.05
480.0,89.0,26.0,26.0,7.0,2154.67,3328.79
480.0,89.0,22.0,27.0,10.0,2155.54,3500.82
480.0,71.0,24.0,30.0,5.0,2052.3,3287.8
480.0,76.0,23.0,36.0,7.0,2239.97,3723.68
480.0,70.0,23.0,32.0,4.0,1984.8,3245.06
480.0,72.0,22.0,40.0,7.0,2238.85,3906.42
480.0,63.0,25.0,22.0,8.0,2112.97,3139.79
480.0,73.0,25.0,36.0,6.0,2351.13,3737.66
480.0,67.0,25.0,30.0,6.0,2158.45,3489.95
480.0,75.0,31.0,29.0,6.0,2406.35,3596.09
480.0,70.0,26.0,26.0,4.0,1988.73,3098.82
480.0,71.0,18.0,37.0,10.0,2195.0,3848.87
480.0,77.0,26.0,30.0,5.0,2096.29,3458.02
480.0,67.0,28.0,23.0,5.0,2043.97,3122.43
480.0,84.0,27.0,33.0,9.0,2499.68,3947.93
480.0,78.0,26.0,27.0,6.0,2066.07,3288.0
480.0,73.0,24.0,33.0,7.0,2227.25,3615.1
480.0,72.0,23.0,32.0,8.0,2145.41,3671.91
480.0,81.0,30.0,34.0,4.0,2352.13,3690.78
480.0,84.0,27.0,27.0,9.0,2421.17,3580.74
480.0,60.0,21.0,29.0,9.0,2085.91,3509.53
480.0,74.0,22.0,34.0,5.0,2000.16,3454.62
480.0,90.0,26.0,31.0,8.0,2366.94,3745.09
480.0,71.0,28.0,29.0,6.0,2333.76,3613.55
480.0,62.0,23.0,29.0,5.0,2008.92,3288.41
480.0,84.0,31.0,23.0,10.0,2603.03,3668.38
480.0,87.0,31.0,26.0,8.0,2432.69,3632.18
480.0,74.0,24.0,25.0,9.0,2231.7,3369.29
480.0,70.0,32.0,29.0,5.0,2420.57,3637.24
480.0,68.0,39.0,22.0,3.0,2515.57,3324.74
480.0,80.0,43.0,25.0,8.0,3044.37,4135.86
480.0,60.0,31.0,25.0,2.0,2088.4,3031.28
480.0,77.0,37.0,30.0,5.0,2723.02,3846.95
480.0,66.0,29.0,23.0,6.0,2297.97,3302.93
480.0,82.0,41.0,25.0,7.0,2979.51,3884.65
480.0,79.0,43.0,25.0,4.0,2789.87,3708.8
480.0,77.0,41.0,22.0,5.0,2710.61,3608.52
480.0,82.0,44.0,29.0,4.0,2909.13,3997.55
480.0,79.0,41.0,33.0,2.0,2736.53,3930.23
480.0,62.0,30.0,18.0,10.0,2480.84,3313.39
480.0,73.0,31.0,33.0,4.0,2360.51,3645.96
480.0,72.0,34.0,22.0,12.0,2860.95,3918.15
480.0,97.0,44.0,38.0,6.0,3270.15,4724.99
480.0,76.0,40.0,29.0,0.0,2454.24,3509.19
480.0,72.0,41.0,23.0,3.0,2608.6,3432.95
480.0,87.0,38.0,34.0,4.0,2705.61,4030.13
480.0,69.0,37.0,23.0,4.0,2484.13,3393.96
480.0,80.0,45.0,24.0,4.0,2901.76,3783.73
480.0,74.0,37.0,27.0,6.0,2682.41,3764.04
480.0,82.0,41.0,34.0,4.0,2930.3,4134.22
480.0,77.0,39.0,27.0,7.0,2798.52,3931.73
480.0,80.0,34.0,32.0,3.0,2405.35,3694.64
480.0,57.0,30.0,20.0,4.0,2103.66,2997.63
480.0,77.0,33.0,34.0,4.0,2475.86,3770.03
480.0,71.0,38.0,19.0,9.0,2839.61,3624.79
480.0,69.0,32.0,29.0,6.0,2460.49,3665.36
480.0,78.0,38.0,25.0,8.0,2888.91,3912.08
480.0,87.0,41.0,33.0,8.0,3112.93,4416.77
480.0,67.0,42.0,16.0,5.0,2650.96,3274.74
480.0,86.0,43.0,26.0,5.0,2834.1,3877.62
480.0,83.0,45.0,24.0,3.0,2824.28,3639.34
480.0,80.0,38.0,28.0,10.0,3018.96,4180.57
480.0,67.0,32.0,25.0,5.0,2352.03,3362.01
480.0,79.0,39.0,26.0,10.0,2998.89,4187.72
480.0,83.0,43.0,25.0,11.0,3229.2,4354.64
480.0,81.0,40.0,28.0,8.0,2955.12,4089.57
480.0,63.0,29.0,26.0,4.0,2208.28,3229.72
480.0,76.0,43.0,22.0,3.0,2657.37,3533.38
480.0,68.0,41.0,19.0,3.0,2537.06,3220.5
480.0,85.0,41.0,32.0,8.0,3039.44,4392.05
480.0,77.0,44.0,24.0,8.0,3016.36,4042.61
480.0,84.0,38.0,23.0,12.0,3235.22,4113.28
480.0,60.0,34.0,19.0,5.0,2372.07,3197.63
480.0,86.0,44.0,26.0,10.0,3281.54,4333.88
480.0,78.0,40.0,24.0,6.0,2825.86,3790.31
480.0,60.0,37.0,15.0,7.0,2520.63,3139.71
480.0,69.0,31.0,24.0,5.0,2268.41,3262.22
480.0,80.0,46.0,23.0,7.0,3073.49,4041.64
480.0,66.0,29.0,30.0,2.0,2105.51,3345.5
480.0,68.0,33.0,25.0,7.0,2576.07,3545.61
480.0,82.0,44.0,25.0,3.0,2827.15,3672.42
480.0,80.0,39.0,27.0,6.0,2819.72,3885.45
480.0,70.0,34.0,25.0,2.0,2284.38,3258.72
480.0,78.0,39.0,33.0,3.0,2715.42,3900.13
480.0,74.0,34.0,27.0,8.0,2617.83,3824.64
480.0,80.0,39.0,28.0,6.0,2758.19,3879.07
480.0,66.0,27.0,35.0,3.0,2144.7,3544.15
480.0,71.0,32.0,30.0,4.0,2443.67,3615.69
480.0,90.0,45.0,34.0,3.0,3035.31,4181.47
480.0,81.0,41.0,27.0,7.0,2890.51,3987.3
480.0,85.0,41.0,32.0,8.0,3044.77,4352.13
480.0,85.0,38.0,28.0,10.0,3109.53,4330.06
480.0,75.0,37.0,27.0,8.0,2811.42,3944.52
480.0,80.0,39.0,21.0,10.0,2978.54,3895.29
480.0,67.0,33.0,23.0,4.0,2284.16,3242.6
480.0,81.0,45.0,19.0,3.0,2773.42,3498.16
480.0,72.0,36.0,25.0,4.0,2507.28,3473.54
480.0,77.0,42.0,29.0,4.0,2792.09,3909.36
480.0,67.0,34.0,24.0,5.0,2430.42,3438.87
480.0,80.0,41.0,30.0,7.0,2981.43,4195.95
480.0,92.0,44.0,23.0,6.0,2981.36,3885.23
480.0,84.0,42.0,29.0,6.0,2860.03,4097.21
480.0,90.0,45.0,26.0,6.0,3062.41,4047.03
480.0,74.0,43.0,20.0,3.0,2680.45,3401.27
480.0,74.0,34.0,30.0,4.0,2516.47,3658.19
480.0,79.0,37.0,31.0,4.0,2596.8,3867.16
480.0,69.0,31.0,27.0,9.0,2600.49,3737.63
480.0,71.0,34.0,25.0,10.0,2814.3,3908.43
480.0,72.0,34.0,30.0,1.0,2252.89,3349.72
480.0,72.0,36.0,23.0,9.0,2729.89,3754.68
480.0,64.0,29.0,25.0,6.0,2341.19,3331.43
480.0,65.0,29.0,24.0,10.0,2517.97,3600.05
480.0,90.0,44.0,34.0,6.0,3063.36,4447.54
480.0,71.0,38.0,23.0,5.0,2587.74,3509.11
480.0,82.0,45.0,24.0,7.0,3054.07,4007.63
480.0,58.0,33.0,16.0,7.0,2254.23,3102.86
480.0,70.0,38.0,25.0,4.0,2584.1,3529.29
480.0,86.0,41.0,33.0,4.0,2832.94,4097.38
480.0,72.0,38.0,20.0,14.0,3133.46,4096.33
480.0,76.0,44.0,22.0,7.0,3006.62,3897.06
480.0,69.0,39.0,21.0,3.0,2442.93,3288.55
480.0,72.0,37.0,22.0,9.0,2793.42,3757.52
480.0,98.0,41.0,40.0,5.0,3067.92,4500.75
480.0,90.0,44.0,19.0,11.0,3198.5,4124.43
480.0,72.0,41.0,21.0,5.0,2703.1,3580.77
480.0,84.0,34.0,31.0,13.0,3077.74,4473.29
480.0,86.0,46.0,20.0,4.0,2864.98,3619.89
480.0,73.0,28.0,33.0,10.0,2707.45,4044.9
480.0,72.0,2.0,47.0,8.0,1458.47,3592.79
480.0,77.0,2.0,53.0,7.0,1472.38,3714.06
480.0,76.0,3.0,49.0,8.0,1535.75,3709.22
480.0,67.0,2.0,53.0,8.0,1535.26,3779.26
480.0,72.0,2.0,49.0,9.0,1512.24,3678.57
480.0,63.0,6.0,45.0,6.0,1516.71,3434.22
480.0,76.0,5.0,45.0,13.0,1813.58,3982.06
480.0,80.0,8.0,49.0,5.0,1639.7,3732.49
480.0,67.0,2.0,51.0,9.0,1570.48,3766.6
480.0,74.0,2.0,54.0,7.0,1484.38,3734.44
480.0,75.0,7.0,57.0,4.0,1607.28,3847.15
480.0,80.0,3.0,46.0,16.0,1917.57,4200.9
480.0,66.0,2.0,41.0,12.0,1544.94,3542.72
480.0,60.0,7.0,38.0,9.0,1542.14,3321.69
480.0,88.0,1.0,57.0,5.0,1384.8,3738.86
480.0,86.0,6.0,51.0,9.0,1774.27,4063.79
480.0,88.0,4.0,48.0,10.0,1704.06,3968.65
480.0,77.0,0.0,53.0,8.0,1436.7,3698.87
