Time_Stamp,Input__NewOrder,Output__MAG1 Completed,Output__MAG2 Completed,Output__ReWork Completed,Emission,Grid
480.0,79.0,6.0,51.0,8.0,1686.11,3987.03
480.0,80.0,7.0,50.0,9.0,1770.59,4067.3
480.0,88.0,6.0,53.0,8.0,1717.07,4048.39
480.0,71.0,6.0,54.0,4.0,1527.21,3727.15
480.0,75.0,0.0,51.0,9.0,1488.32,3711.63
480.0,77.0,3.0,49.0,11.0,1713.09,3974.71
480.0,79.0,1.0,48.0,10.0,1529.3,3715.2
480.0,82.0,1.0,56.0,5.0,1348.85,3623.46
480.0,73.0,1.0,49.0,11.0,1576.91,3849.8
480.0,78.0,20.0,48.0,4.0,2063.38,3971.12
480.0,69.0,14.0,42.0,10.0,2041.76,3957.65
480.0,80.0,28.0,37.0,11.0,2828.46,4483.39
480.0,70.0,15.0,47.0,5.0,1899.26,3807.93
480.0,78.0,19.0,49.0,7.0,2233.86,4234.59
480.0,87.0,0.0,54.0,7.0,1394.43,3750.82
480.0,72.0,0.0,48.0,11.0,1510.3,3754.41
480.0,75.0,1.0,47.0,12.0,1668.42,3892.68
480.0,73.0,0.0,55.0,5.0,1276.67,3506.92
480.0,70.0,0.0,49.0,11.0,1529.97,3760.44
480.0,71.0,42.0,5.0,3.0,2389.41,2401.76
480.0,78.0,43.0,4.0,4.0,2463.43,2447.67
480.0,82.0,40.0,4.0,5.0,2423.39,2448.04
480.0,70.0,46.0,4.0,2.0,2470.96,2448.64
480.0,70.0,44.0,5.0,4.0,2565.09,2619.97
480.0,84.0,37.0,23.0,9.0,2777.37,3939.74
480.0,77.0,30.0,29.0,5.0,2344.03,3544.44
480.0,75.0,34.0,29.0,6.0,2594.01,3799.95
480.0,79.0,32.0,33.0,4.0,2435.56,3748.95
480.0,68.0,27.0,26.0,11.0,2514.01,3851.42
480.0,72.0,44.0,5.0,4.0,2526.29,2650.3
480.0,76.0,44.0,8.0,4.0,2569.92,2811.89
480.0,82.0,42.0,8.0,8.0,2733.17,3127.34
480.0,87.0,45.0,6.0,5.0,2632.95,2872.2
480.0,69.0,46.0,7.0,3.0,2564.31,2748.76
480.0,78.0,15.0,46.0,11.0,2217.82,4338.44
480.0,69.0,11.0,46.0,10.0,1963.78,4067.11
480.0,78.0,14.0,50.0,8.0,2137.2,4175.93
480.0,81.0,15.0,44.0,10.0,2129.08,4146.41
480.0,74.0,11.0,45.0,9.0,1868.63,3948.42
480.0,80.0,2.0,41.0,5.0,1131.13,3071.14
480.0,74.0,3.0,43.0,3.0,1100.29,3008.43
480.0,83.0,2.0,40.0,9.0,1373.59,3317.95
480.0,79.0,2.0,45.0,9.0,1450.29,3579.85
480.0,71.0,1.0,43.0,6.0,1175.6,3175.77
480.0,78.0,42.0,11.0,7.0,2822.36,3335.78
480.0,68.0,40.0,17.0,3.0,2481.79,3134.68
480.0,76.0,42.0,9.0,7.0,2693.31,3171.86
480.0,91.0,43.0,13.0,5.0,2694.12,3214.96
480.0,75.0,47.0,6.0,3.0,2561.06,2798.22
480.0,77.0,13.0,36.0,8.0,1739.08,3407.97
480.0,82.0,20.0,38.0,5.0,2030.27,3617.42
480.0,81.0,25.0,23.0,4.0,1868.27,2879.59
480.0,78.0,19.0,34.0,8.0,1974.99,3524.4
480.0,73.0,12.0,40.0,3.0,1468.33,3091.58
480.0,72.0,36.0,23.0,2.0,2379.07,3283.44
480.0,76.0,35.0,30.0,6.0,2685.19,3864.68
480.0,79.0,43.0,26.0,4.0,2784.4,3774.47
480.0,78.0,44.0,25.0,1.0,2648.85,3517.96
480.0,71.0,38.0,21.0,9.0,2831.57,3732.62
480.0,87.0,46.0,28.0,3.0,2928.99,4038.28
480.0,68.0,28.0,28.0,8.0,2362.88,3678.28
480.0,79.0,44.0,15.0,6.0,2789.17,3503.64
480.0,79.0,43.0,19.0,7.0,2884.83,3719.36
480.0,86.0,44.0,33.0,3.0,2910.37,4130.38
480.0,85.0,9.0,47.0,9.0,1831.66,3991.43
480.0,71.0,11.0,44.0,12.0,2026.26,4123.98
480.0,86.0,6.0,47.0,11.0,1855.19,4055.94
480.0,75.0,5.0,52.0,7.0,1589.7,3824.61
480.0,70.0,3.0,51.0,9.0,1633.01,3877.11
480.0,83.0,22.0,35.0,7.0,2110.55,3744.4
480.0,76.0,23.0,35.0,4.0,2103.8,3530.06
480.0,81.0,26.0,25.0,11.0,2435.95,3745.44
480.0,85.0,27.0,34.0,1.0,2002.53,3335.74
480.0,72.0,18.0,43.0,8.0,2200.68,4036.96
480.0,69.0,22.0,33.0,9.0,2292.88,3925.14
480.0,68.0,17.0,47.0,1.0,1728.25,3545.26
480.0,77.0,22.0,41.0,8.0,2346.01,4084.45
480.0,84.0,26.0,39.0,7.0,2403.95,4133.04
480.0,75.0,21.0,44.0,6.0,2151.24,4088.49
480.0,81.0,36.0,27.0,10.0,3023.58,4258.66
480.0,73.0,37.0,18.0,7.0,2676.66,3417.87
480.0,78.0,43.0,13.0,6.0,2730.01,3299.72
480.0,84.0,39.0,24.0,6.0,2747.92,3711.92
480.0,67.0,32.0,21.0,9.0,2575.27,3676.53
480.0,81.0,10.0,49.0,8.0,1837.8,4018.1
480.0,73.0,8.0,49.0,8.0,1797.73,4031.36
480.0,81.0,16.0,49.0,8.0,2115.62,4226.2
480.0,84.0,5.0,53.0,8.0,1695.95,3955.78
480.0,72.0,4.0,47.0,12.0,1740.59,3987.07
480.0,85.0,45.0,15.0,4.0,2755.21,3322.3
480.0,75.0,45.0,21.0,1.0,2603.28,3371.9
480.0,82.0,41.0,9.0,8.0,2737.35,3234.06
480.0,77.0,46.0,9.0,3.0,2579.28,2953.88
480.0,75.0,47.0,11.0,4.0,2712.83,3195.19
480.0,83.0,41.0,24.0,4.0,2710.76,3637.23
480.0,78.0,39.0,28.0,5.0,2707.67,3840.24
480.0,75.0,39.0,28.0,3.0,2609.06,3627.68
480.0,78.0,38.0,28.0,7.0,2829.03,3889.63
480.0,74.0,38.0,24.0,8.0,2731.63,3890.93
480.0,83.0,46.0,16.0,5.0,2836.14,3505.92
480.0,70.0,38.0,17.0,6.0,2563.53,3313.47
480.0,80.0,43.0,21.0,7.0,2930.25,3797.09
480.0,74.0,44.0,14.0,4.0,2647.08,3205.25
480.0,76.0,44.0,26.0,3.0,2814.18,3731.43
480.0,66.0,43.0,7.0,4.0,2499.97,2679.49
480.0,75.0,44.0,7.0,4.0,2507.74,2746.66
480.0,85.0,41.0,7.0,3.0,2380.54,2554.25
480.0,81.0,45.0,8.0,4.0,2643.31,2810.66
480.0,65.0,44.0,5.0,4.0,2557.34,2636.16
480.0,67.0,30.0,19.0,4.0,2017.57,2855.02
480.0,74.0,27.0,29.0,4.0,2090.52,3233.98
480.0,71.0,36.0,18.0,5.0,2367.46,3140.92
480.0,91.0,33.0,23.0,4.0,2300.04,3218.22
480.0,77.0,28.0,31.0,5.0,2286.17,3569.29
480.0,92.0,12.0,48.0,12.0,2239.54,4456.02
480.0,72.0,13.0,45.0,9.0,2051.46,3955.32
480.0,69.0,16.0,33.0,11.0,2057.13,3748.82
480.0,93.0,25.0,43.0,5.0,2309.17,4051.53
480.0,80.0,12.0,50.0,10.0,2129.41,4291.01
480.0,82.0,3.0,51.0,9.0,1604.58,3794.71
480.0,76.0,4.0,51.0,9.0,1620.95,3759.05
480.0,78.0,0.0,43.0,15.0,1654.74,3790.0
480.0,77.0,4.0,52.0,6.0,1483.52,3625.52
480.0,76.0,3.0,51.0,7.0,1471.65,3616.02
480.0,77.0,30.0,32.0,7.0,2648.85,3996.28
480.0,75.0,30.0,31.0,10.0,2738.78,4135.46
480.0,78.0,31.0,32.0,10.0,2677.68,4269.32
480.0,93.0,35.0,36.0,11.0,3015.13,4671.45
480.0,69.0,25.0,33.0,6.0,2226.77,3608.42
480.0,72.0,30.0,18.0,8.0,2331.57,3197.83
480.0,72.0,34.0,22.0,4.0,2333.04,3181.56
480.0,72.0,32.0,16.0,2.0,1928.91,2591.75
480.0,80.0,29.0,20.0,6.0,2246.27,3050.14
480.0,73.0,36.0,18.0,5.0,2430.73,3139.09
480.0,80.0,46.0,2.0,5.0,2599.15,2689.92
480.0,65.0,44.0,3.0,2.0,2422.92,2446.67
480.0,82.0,45.0,7.0,4.0,2538.84,2925.44
480.0,79.0,44.0,5.0,6.0,2690.25,2861.51
480.0,84.0,48.0,8.0,2.0,2562.02,2901.27
480.0,75.0,0.0,52.0,9.0,1478.5,3774.27
480.0,67.0,1.0,45.0,13.0,1619.97,3780.76
480.0,79.0,0.0,48.0,9.0,1472.09,3701.03
480.0,81.0,1.0,51.0,11.0,1607.84,3892.64
480.0,78.0,1.0,53.0,6.0,1367.5,3616.74
480.0,72.0,28.0,32.0,9.0,2494.49,3952.29
480.0,66.0,22.0,35.0,6.0,2122.51,3587.86
480.0,67.0,30.0,25.0,10.0,2534.9,3810.41
480.0,78.0,31.0,32.0,5.0,2435.28,3716.53
480.0,69.0,26.0,32.0,6.0,2173.11,3628.08
480.0,76.0,19.0,32.0,4.0,1780.15,3097.37
480.0,77.0,19.0,29.0,7.0,1967.65,3187.7
480.0,76.0,19.0,22.0,8.0,1877.89,2908.39
480.0,80.0,13.0,37.0,5.0,1666.05,3175.66
480.0,75.0,23.0,32.0,3.0,1878.64,3173.96
480.0,81.0,46.0,17.0,4.0,2780.87,3503.01
480.0,80.0,39.0,22.0,7.0,2774.67,3774.12
480.0,78.0,43.0,14.0,7.0,2797.65,3433.56
480.0,77.0,41.0,20.0,5.0,2695.78,3512.72
480.0,72.0,44.0,19.0,2.0,2617.62,3327.47
480.0,85.0,6.0,43.0,9.0,1633.08,3520.76
480.0,71.0,4.0,49.0,7.0,1487.28,3502.14
480.0,76.0,13.0,42.0,5.0,1681.45,3451.03
480.0,82.0,1.0,54.0,7.0,1430.75,3623.86
480.0,80.0,8.0,50.0,5.0,1582.79,3608.37
480.0,80.0,3.0,49.0,12.0,1729.24,4075.67
480.0,70.0,4.0,50.0,8.0,1570.2,3789.85
480.0,79.0,1.0,44.0,14.0,1723.76,3996.84
480.0,85.0,3.0,54.0,6.0,1462.63,3798.55
480.0,81.0,2.0,52.0,8.0,1504.68,3812.89
480.0,72.0,46.0,8.0,1.0,2422.9,2603.35
480.0,77.0,40.0,15.0,7.0,2772.71,3323.12
480.0,78.0,42.0,4.0,7.0,2609.16,2812.07
480.0,79.0,39.0,13.0,5.0,2544.95,2999.39
480.0,74.0,47.0,12.0,2.0,2613.82,3010.97
480.0,82.0,45.0,16.0,4.0,2748.61,3390.76
480.0,83.0,37.0,21.0,10.0,2922.66,3908.54
480.0,78.0,42.0,16.0,6.0,2764.93,3486.95
480.0,82.0,42.0,20.0,5.0,2820.61,3517.54
480.0,70.0,43.0,13.0,6.0,2691.94,3353.51
480.0,73.0,24.0,27.0,10.0,2365.5,3590.06
480.0,71.0,26.0,33.0,7.0,2293.96,3730.4
480.0,85.0,27.0,29.0,7.0,2236.79,3632.57
480.0,66.0,25.0,31.0,4.0,2013.04,3341.6
480.0,80.0,24.0,42.0,4.0,2241.83,3987.34
480.0,77.0,46.0,2.0,3.0,2504.54,2537.73
480.0,75.0,43.0,4.0,4.0,2480.66,2624.51
480.0,76.0,42.0,0.0,4.0,2400.79,2346.15
480.0,96.0,44.0,4.0,4.0,2563.8,2686.44
480.0,77.0,45.0,3.0,4.0,2523.6,2629.13
480.0,82.0,23.0,35.0,7.0,2187.19,3785.11
480.0,69.0,27.0,29.0,9.0,2395.26,3784.94
480.0,77.0,31.0,29.0,7.0,2503.24,3831.99
480.0,77.0,26.0,33.0,8.0,2378.01,3948.33
480.0,85.0,28.0,37.0,4.0,2240.79,3781.74
480.0,75.0,24.0,32.0,2.0,1843.34,3124.43
480.0,75.0,38.0,21.0,4.0,2495.03,3362.86
480.0,78.0,35.0,24.0,5.0,2479.15,3429.28
480.0,88.0,29.0,30.0,7.0,2437.2,3717.89
480.0,75.0,31.0,31.0,8.0,2591.89,3977.52
480.0,75.0,44.0,12.0,5.0,2717.03,3110.55
480.0,74.0,39.0,8.0,5.0,2440.75,2615.71
480.0,73.0,30.0,18.0,4.0,1978.22,2824.6
480.0,84.0,43.0,11.0,3.0,2527.0,2848.64
480.0,73.0,39.0,18.0,3.0,2393.97,3052.92
480.0,80.0,15.0,40.0,11.0,2078.56,4028.69
480.0,71.0,16.0,43.0,10.0,2146.97,4084.2
480.0,86.0,23.0,42.0,7.0,2329.65,4068.29
480.0,65.0,13.0,44.0,6.0,1807.52,3704.26
480.0,80.0,21.0,45.0,5.0,2107.26,3979.44
480.0,76.0,7.0,40.0,9.0,1593.59,3469.7
480.0,67.0,5.0,45.0,4.0,1321.77,3116.73
480.0,77.0,7.0,33.0,7.0,1429.1,3018.76
480.0,72.0,8.0,43.0,7.0,1566.92,3428.13
480.0,64.0,7.0,47.0,1.0,1236.68,3014.43
480.0,76.0,24.0,42.0,6.0,2297.01,4060.23
480.0,83.0,19.0,48.0,12.0,2526.16,4683.1
480.0,79.0,22.0,43.0,13.0,2739.14,4573.95
480.0,71.0,17.0,47.0,4.0,1900.02,3835.59
480.0,71.0,22.0,39.0,6.0,2135.43,3856.91
480.0,75.0,47.0,11.0,2.0,2571.91,3050.38
480.0,73.0,46.0,11.0,1.0,2487.48,2887.61
480.0,83.0,45.0,8.0,3.0,2498.05,2914.93
480.0,70.0,45.0,9.0,2.0,2501.76,2817.15
480.0,79.0,46.0,11.0,2.0,2579.19,2986.13
480.0,82.0,20.0,37.0,13.0,2449.21,4359.89
480.0,73.0,31.0,33.0,2.0,2217.29,3522.1
480.0,79.0,23.0,38.0,11.0,2430.38,4296.53
480.0,84.0,21.0,41.0,7.0,2265.83,4094.86
480.0,75.0,19.0,43.0,6.0,2066.17,3955.68
480.0,87.0,45.0,7.0,2.0,2466.7,2554.76
480.0,82.0,41.0,9.0,6.0,2622.1,2875.41
480.0,81.0,43.0,3.0,3.0,2319.67,2389.65
480.0,91.0,45.0,7.0,1.0,2395.2,2497.94
480.0,74.0,45.0,2.0,5.0,2554.31,2525.65
480.0,81.0,26.0,41.0,7.0,2434.24,4264.76
480.0,80.0,36.0,32.0,8.0,2858.34,4247.89
480.0,83.0,34.0,38.0,8.0,2837.38,4426.12
480.0,81.0,33.0,32.0,5.0,2508.43,3869.15
480.0,84.0,31.0,38.0,11.0,2903.07,4624.27
480.0,79.0,4.0,47.0,10.0,1676.53,3794.69
480.0,74.0,11.0,50.0,6.0,1796.76,3905.55
480.0,72.0,10.0,42.0,12.0,1940.99,3967.01
480.0,96.0,7.0,54.0,6.0,1708.27,3992.41
480.0,65.0,7.0,44.0,8.0,1661.0,3650.89
480.0,73.0,42.0,1.0,5.0,2440.23,2353.48
480.0,75.0,43.0,2.0,4.0,2432.33,2345.05
480.0,87.0,43.0,0.0,4.0,2413.56,2255.33
480.0,71.0,46.0,1.0,2.0,2407.05,2229.83
480.0,81.0,46.0,2.0,0.0,2263.24,2150.21
480.0,72.0,32.0,26.0,10.0,2649.93,4072.54
480.0,71.0,31.0,31.0,3.0,2263.15,3529.69
480.0,89.0,34.0,33.0,15.0,3208.07,4784.77
480.0,84.0,31.0,33.0,9.0,2716.8,4149.46
480.0,75.0,31.0,35.0,5.0,2562.6,3969.37
480.0,76.0,44.0,3.0,4.0,2543.58,2540.56
480.0,76.0,45.0,1.0,2.0,2329.35,2259.43
480.0,88.0,42.0,1.0,5.0,2455.52,2397.41
480.0,77.0,44.0,5.0,6.0,2685.95,2824.68
480.0,76.0,42.0,1.0,5.0,2497.6,2408.39
480.0,80.0,31.0,24.0,7.0,2412.62,3471.99
480.0,79.0,40.0,21.0,6.0,2774.15,3609.56
480.0,73.0,25.0,22.0,11.0,2426.49,3508.74
480.0,86.0,29.0,29.0,6.0,2296.14,3589.35
480.0,65.0,23.0,24.0,6.0,2048.68,3121.37
480.0,78.0,11.0,47.0,10.0,1967.59,4133.49
480.0,64.0,15.0,40.0,6.0,1845.87,3529.97
480.0,77.0,21.0,41.0,9.0,2278.73,4165.16
480.0,85.0,17.0,49.0,7.0,2111.89,4198.29
480.0,68.0,12.0,45.0,8.0,1885.72,3899.83
480.0,78.0,43.0,17.0,7.0,2842.12,3586.55
480.0,75.0,41.0,13.0,8.0,2782.21,3384.02
480.0,73.0,42.0,14.0,9.0,2887.85,3524.19
480.0,81.0,44.0,20.0,6.0,2975.08,3721.64
480.0,75.0,42.0,20.0,7.0,2893.01,3684.92
480.0,87.0,3.0,47.0,12.0,1814.18,3919.72
480.0,82.0,7.0,47.0,12.0,1922.91,4007.65
480.0,90.0,6.0,40.0,15.0,1917.72,3936.33
480.0,81.0,4.0,48.0,7.0,1504.01,3506.53
480.0,70.0,5.0,51.0,2.0,1285.27,3215.09
480.0,81.0,2.0,51.0,8.0,1505.13,3722.4
480.0,71.0,6.0,47.0,7.0,1543.87,3595.18
480.0,73.0,3.0,45.0,13.0,1723.68,3940.05
480.0,74.0,3.0,52.0,9.0,1604.66,3862.59
480.0,69.0,2.0,53.0,5.0,1356.19,3563.26
480.0,87.0,46.0,15.0,2.0,2628.24,3215.01
480.0,81.0,44.0,11.0,4.0,2705.9,3261.38
480.0,84.0,44.0,16.0,4.0,2680.84,3337.65
480.0,73.0,45.0,14.0,2.0,2606.83,3129.26
480.0,76.0,43.0,13.0,6.0,2785.19,3376.13
480.0,72.0,39.0,24.0,3.0,2565.14,3426.61
480.0,72.0,35.0,19.0,8.0,2641.83,3450.61
480.0,77.0,39.0,16.0,7.0,2724.04,3417.83
480.0,88.0,43.0,14.0,8.0,2879.49,3534.76
480.0,74.0,43.0,19.0,6.0,2847.69,3658.18
480.0,75.0,45.0,16.0,4.0,2754.0,3417.79
480.0,66.0,46.0,8.0,2.0,2490.61,2762.9
480.0,74.0,42.0,14.0,5.0,2668.81,3237.15
480.0,72.0,46.0,12.0,5.0,2804.99,3313.72
480.0,72.0,47.0,12.0,2.0,2610.32,3032.72
480.0,73.0,45.0,4.0,4.0,2575.85,2746.5
480.0,75.0,41.0,5.0,5.0,2487.03,2690.38
480.0,76.0,42.0,3.0,5.0,2468.32,2676.45
480.0,71.0,42.0,6.0,3.0,2491.81,2683.4
480.0,72.0,46.0,10.0,3.0,2622.52,2947.78
480.0,88.0,37.0,33.0,9.0,2954.61,4410.75
480.0,70.0,29.0,29.0,9.0,2527.26,3929.05
480.0,82.0,41.0,30.0,7.0,3019.44,4234.39
480.0,90.0,37.0,29.0,9.0,2909.47,4322.18
480.0,73.0,36.0,31.0,4.0,2546.45,3854.23
480.0,77.0,5.0,38.0,6.0,1282.66,3179.74
480.0,76.0,7.0,39.0,6.0,1424.18,3338.05
480.0,79.0,14.0,26.0,9.0,1710.25,3224.87
480.0,73.0,19.0,32.0,5.0,1820.51,3386.67
480.0,68.0,8.0,39.0,4.0,1376.12,3125.1
480.0,74.0,45.0,8.0,5.0,2658.65,3084.23
480.0,66.0,45.0,4.0,4.0,2516.32,2748.06
480.0,78.0,43.0,9.0,4.0,2538.46,2971.78
480.0,77.0,47.0,10.0,2.0,2564.49,2944.93
480.0,66.0,47.0,11.0,5.0,2762.24,3311.9
480.0,83.0,4.0,53.0,7.0,1604.66,3976.14
480.0,72.0,4.0,47.0,11.0,1683.71,3930.71
480.0,73.0,3.0,50.0,10.0,1663.76,3947.57
480.0,76.0,2.0,54.0,6.0,1415.79,3722.9
480.0,76.0,0.0,51.0,9.0,1447.86,3730.7
480.0,79.0,5.0,42.0,5.0,1294.54,3093.28
480.0,78.0,2.0,43.0,8.0,1330.61,3236.54
480.0,77.0,5.0,32.0,10.0,1405.33,3029.78
480.0,72.0,3.0,48.0,2.0,1131.05,2995.63
480.0,74.0,0.0,47.0,4.0,1082.72,2979.51
480.0,82.0,9.0,46.0,16.0,2293.67,4502.87
480.0,75.0,13.0,49.0,6.0,1893.83,3957.65
480.0,72.0,19.0,31.0,11.0,2182.09,3742.37
480.0,72.0,19.0,49.0,3.0,1962.44,3892.8
480.0,76.0,19.0,46.0,5.0,2030.12,3941.48
480.0,87.0,46.0,6.0,2.0,2466.35,2570.65
480.0,84.0,44.0,6.0,3.0,2464.2,2525.41
480.0,89.0,38.0,4.0,6.0,2404.74,2439.24
480.0,88.0,43.0,7.0,5.0,2651.62,2763.87
480.0,73.0,44.0,6.0,2.0,2463.16,2508.89
480.0,77.0,9.0,53.0,6.0,1753.3,3991.59
480.0,73.0,7.0,47.0,12.0,1894.76,4190.16
480.0,86.0,7.0,50.0,10.0,1856.82,4155.75
480.0,88.0,6.0,53.0,8.0,1717.07,4038.53
480.0,89.0,7.0,50.0,9.0,1806.1,4141.34
480.0,76.0,44.0,3.0,4.0,2543.58,2567.38
480.0,73.0,44.0,3.0,3.0,2409.43,2445.58
480.0,86.0,43.0,2.0,3.0,2392.88,2387.68
480.0,80.0,47.0,2.0,2.0,2455.9,2392.89
480.0,76.0,43.0,0.0,5.0,2479.05,2389.98
480.0,87.0,45.0,6.0,3.0,2553.23,2627.43
480.0,68.0,43.0,8.0,2.0,2357.49,2540.24
480.0,85.0,39.0,4.0,6.0,2430.2,2528.21
480.0,84.0,46.0,10.0,3.0,2640.88,2870.65
480.0,74.0,47.0,6.0,2.0,2491.48,2618.68
480.0,79.0,10.0,49.0,7.0,1836.93,3991.92
480.0,70.0,6.0,49.0,9.0,1705.49,3879.66
480.0,81.0,11.0,49.0,8.0,1873.75,4027.61
480.0,81.0,5.0,54.0,7.0,1656.05,3910.48
480.0,76.0,8.0,53.0,7.0,1840.59,4060.64
480.0,91.0,4.0,49.0,12.0,1781.66,4177.39
480.0,75.0,4.0,50.0,10.0,1725.28,4005.06
480.0,81.0,3.0,44.0,15.0,1820.78,4130.49
480.0,83.0,2.0,59.0,3.0,1332.49,3678.7
480.0,70.0,1.0,51.0,8.0,1487.82,3790.19
480.0,75.0,47.0,3.0,4.0,2577.47,2726.54
480.0,65.0,44.0,3.0,2.0,2422.92,2461.33
480.0,77.0,42.0,7.0,5.0,2555.61,2881.18
480.0,79.0,44.0,5.0,6.0,2690.25,2879.92
480.0,79.0,48.0,7.0,2.0,2543.59,2849.69
480.0,76.0,0.0,51.0,8.0,1396.45,3645.4
480.0,71.0,1.0,46.0,12.0,1575.25,3752.36
480.0,79.0,0.0,48.0,9.0,1472.09,3702.6
480.0,97.0,0.0,51.0,11.0,1559.89,3897.54
480.0,70.0,0.0,52.0,7.0,1399.56,3637.45
480.0,85.0,32.0,32.0,9.0,2653.7,4121.6
480.0,73.0,36.0,25.0,5.0,2593.88,3639.66
480.0,75.0,35.0,26.0,8.0,2805.89,3922.65
480.0,76.0,37.0,27.0,5.0,2614.8,3789.72
480.0,71.0,29.0,31.0,6.0,2393.82,3774.96
480.0,62.0,33.0,17.0,5.0,2280.94,2900.78
480.0,72.0,44.0,11.0,2.0,2471.48,2718.8
480.0,79.0,34.0,14.0,4.0,2140.29,2647.04
480.0,76.0,38.0,12.0,4.0,2288.23,2779.14
480.0,70.0,29.0,20.0,4.0,2038.75,2843.65
480.0,78.0,35.0,32.0,4.0,2582.71,3745.78
480.0,77.0,34.0,28.0,7.0,2703.38,3801.09
480.0,91.0,43.0,25.0,8.0,3061.64,4102.5
480.0,81.0,35.0,30.0,10.0,2939.07,4225.2
480.0,75.0,31.0,32.0,7.0,2527.14,3894.59
480.0,75.0,45.0,11.0,3.0,2593.64,2958.28
480.0,74.0,40.0,8.0,6.0,2607.47,2919.22
480.0,84.0,41.0,4.0,5.0,2496.67,2640.4
480.0,67.0,45.0,4.0,4.0,2558.05,2676.35
480.0,74.0,46.0,4.0,2.0,2450.06,2521.36
480.0,69.0,13.0,40.0,8.0,1885.15,3732.85
480.0,73.0,19.0,41.0,8.0,2176.29,3931.48
480.0,76.0,22.0,36.0,10.0,2291.58,4050.4
480.0,77.0,17.0,44.0,6.0,2023.28,3808.15
480.0,76.0,19.0,44.0,5.0,2035.15,3901.28
480.0,74.0,8.0,54.0,4.0,1675.07,3907.25
480.0,68.0,5.0,48.0,11.0,1756.92,3998.62
480.0,85.0,10.0,47.0,11.0,2004.01,4200.41
480.0,82.0,5.0,52.0,9.0,1778.9,4106.88
480.0,78.0,10.0,51.0,8.0,1905.74,4174.48
480.0,78.0,28.0,27.0,5.0,2141.43,3328.89
480.0,66.0,33.0,24.0,1.0,2093.31,3031.88
480.0,81.0,38.0,15.0,7.0,2650.84,3189.92
480.0,77.0,30.0,21.0,8.0,2489.31,3324.76
480.0,74.0,34.0,22.0,2.0,2170.61,3054.38
480.0,82.0,34.0,32.0,6.0,2676.69,4059.33
480.0,71.0,31.0,29.0,9.0,2616.21,3927.26
480.0,83.0,38.0,30.0,10.0,3040.81,4428.05
480.0,63.0,27.0,30.0,2.0,1982.35,3185.72
480.0,67.0,34.0,26.0,3.0,2308.83,3403.14
480.0,83.0,45.0,18.0,6.0,2893.16,3664.18
480.0,72.0,38.0,18.0,8.0,2749.58,3567.71
480.0,74.0,44.0,17.0,7.0,2873.11,3685.23
480.0,94.0,42.0,18.0,3.0,2622.6,3357.48
480.0,70.0,41.0,18.0,5.0,2670.63,3454.51
480.0,75.0,26.0,38.0,5.0,2312.64,3857.89
480.0,77.0,27.0,39.0,8.0,2541.81,4175.32
480.0,75.0,31.0,26.0,12.0,2736.0,4094.93
480.0,88.0,34.0,35.0,8.0,2837.11,4274.21
480.0,77.0,32.0,36.0,5.0,2579.23,3955.89
480.0,83.0,9.0,35.0,7.0,1474.04,3092.98
480.0,72.0,6.0,39.0,6.0,1331.7,3010.89
480.0,76.0,7.0,34.0,7.0,1365.58,2944.68
480.0,77.0,7.0,47.0,2.0,1294.75,3081.58
480.0,74.0,5.0,46.0,3.0,1249.93,3069.62
480.0,66.0,43.0,7.0,4.0,2499.97,2679.48
480.0,75.0,44.0,7.0,4.0,2507.74,2746.28
480.0,86.0,40.0,9.0,4.0,2459.43,2703.37
480.0,81.0,45.0,8.0,4.0,2643.31,2810.4
480.0,75.0,45.0,4.0,5.0,2599.35,2699.16
480.0,80.0,14.0,44.0,10.0,2109.1,4202.51
480.0,67.0,11.0,46.0,6.0,1715.58,3722.82
480.0,83.0,12.0,47.0,8.0,1899.49,3996.35
480.0,90.0,12.0,52.0,8.0,2053.1,4278.19
480.0,79.0,14.0,50.0,6.0,1933.37,4084.78
480.0,75.0,47.0,3.0,4.0,2577.47,2690.44
480.0,65.0,44.0,3.0,2.0,2422.92,2437.52
480.0,84.0,44.0,5.0,4.0,2484.44,2715.55
480.0,77.0,46.0,5.0,5.0,2685.33,2892.59
480.0,76.0,46.0,8.0,2.0,2522.93,2753.01
480.0,89.0,9.0,51.0,11.0,2062.68,4266.77
480.0,69.0,16.0,39.0,9.0,2057.66,3862.68
480.0,81.0,19.0,40.0,9.0,2273.68,3965.92
480.0,83.0,14.0,50.0,5.0,1856.02,3855.04
480.0,77.0,14.0,49.0,6.0,1923.02,3997.08
480.0,84.0,2.0,41.0,8.0,1302.22,3180.91
480.0,78.0,2.0,44.0,9.0,1417.21,3419.92
480.0,79.0,5.0,31.0,11.0,1446.99,3079.13
480.0,75.0,2.0,49.0,2.0,1121.46,3007.14
480.0,79.0,1.0,49.0,1.0,1004.49,2869.58
480.0,67.0,0.0,54.0,6.0,1325.81,3530.72
480.0,68.0,2.0,50.0,9.0,1533.43,3750.52
480.0,82.0,0.0,46.0,13.0,1605.0,3858.37
480.0,70.0,1.0,53.0,7.0,1403.44,3625.08
480.0,77.0,0.0,48.0,12.0,1570.78,3838.38
480.0,85.0,45.0,7.0,2.0,2466.7,2563.16
480.0,82.0,41.0,9.0,6.0,2622.1,2878.88
480.0,81.0,43.0,3.0,3.0,2319.67,2391.73
480.0,91.0,45.0,7.0,1.0,2384.24,2469.41
480.0,77.0,45.0,3.0,4.0,2543.97,2586.34
