Time_Stamp,Robot1__Grid,MAG1__Emission,MAG1__Grid,ReMAG__Emission,ReMAG__Grid,MAG2__Emission,MAG2__Grid,Robot2__Grid,Robot2_ready__Grid,MAG1_ready__Grid,Robot1_ready__Grid,MAG2_ready__Grid,ReMAG_ready__Grid,Robot1_Idle_to_ShutDown__Grid,Robot1_Restart_to_Idle__Grid,Robot2_Idle_to_ShutDown__Grid,Robot2_Restart_to_Idle__Grid,MAG1_Idle_to_ShutDown__Grid,MAG1_Restart_to_Idle__Grid,MAG2_Idle_to_ShutDown__Grid,MAG2_Restart_to_Idle__Grid,ReMAG_Idle_to_ShutDown__Grid,ReMAG_Restart_to_Idle__Grid
480.0,84.35,143.97,115.18,445.54,407.35,1088.84,2948.95,259.56,5.03,0.0,0.0,11.84,1.31,0.28,3.2,6.72,3.0,11.8,12.0,0.0,0.0,24.3,28.8
480.0,187.51,422.28,337.82,319.44,292.06,951.35,2576.57,68.34,4.1,0.0,0.0,37.62,7.53,0.26,0.4,13.45,6.0,1.88,32.0,0.0,0.0,57.92,16.0
480.0,182.7,320.96,256.77,401.05,366.68,973.6,2636.83,71.87,2.36,0.0,0.0,18.52,10.3,0.26,0.4,13.45,6.75,1.46,28.0,8.5,6.5,48.27,12.8
480.0,182.29,568.32,454.66,520.79,476.15,819.66,2219.91,48.78,1.32,0.0,0.0,40.06,15.94,0.53,0.8,10.46,4.5,2.09,36.0,17.0,13.0,67.01,19.2
480.0,175.32,382.99,306.39,242.05,221.3,922.16,2497.5,73.69,2.44,0.0,0.0,43.1,0.0,0.53,0.8,10.82,5.25,1.67,28.0,0.0,0.0,67.57,19.2
480.0,186.42,406.25,325.0,173.28,158.42,937.42,2538.86,71.9,2.93,0.0,0.0,40.23,0.0,0.53,0.8,10.46,5.25,1.46,28.0,4.59,0.0,48.27,16.0
480.0,188.73,0.0,0.0,282.21,258.02,883.37,2392.46,0.0,0.0,0.0,0.65,42.18,0.0,0.0,0.0,1.42,0.0,0.63,0.0,4.98,6.5,25.99,19.2
480.0,182.7,46.96,37.57,159.48,145.81,836.63,2265.87,0.0,0.0,0.0,0.0,44.2,0.0,1.5,0.4,1.42,0.0,1.25,4.0,4.86,6.5,18.57,12.8
480.0,182.49,0.0,0.0,363.61,332.45,847.76,2296.0,0.0,0.0,0.0,0.31,43.61,0.0,1.5,0.4,1.42,0.0,0.63,0.0,4.86,6.5,25.99,19.2
480.0,189.72,0.0,0.0,202.7,185.32,882.25,2389.43,0.0,0.0,0.0,0.46,43.95,0.0,0.0,0.0,1.42,0.0,0.63,0.0,5.24,6.5,14.85,9.6
480.0,186.62,0.0,0.0,128.2,117.21,863.16,2337.72,0.0,0.0,0.0,1.08,46.77,0.0,0.0,0.0,1.42,0.0,0.63,0.0,4.86,6.5,14.85,12.8
480.0,187.51,904.12,723.3,40.46,36.99,672.46,1821.26,38.55,5.48,0.0,0.0,75.86,0.0,0.34,0.4,14.29,3.0,0.53,60.0,6.72,6.5,15.5,3.2
480.0,166.94,1468.56,1174.85,239.13,218.63,518.11,1403.22,87.6,6.48,0.0,0.28,34.26,0.0,0.67,0.8,26.54,6.75,0.4,48.0,53.77,45.5,46.51,16.0
480.0,182.49,1668.07,1334.46,201.82,184.52,546.57,1480.29,103.79,7.24,0.0,0.31,21.99,0.0,0.34,0.4,17.15,4.5,0.27,32.0,53.77,52.0,46.51,16.72
480.0,175.32,1470.65,1176.52,319.35,291.98,647.2,1752.82,111.37,6.06,0.03,0.0,52.69,2.06,0.67,0.8,17.15,4.5,0.43,48.0,20.17,19.5,38.76,16.0
480.0,170.17,1659.18,1327.34,404.78,370.09,538.49,1458.4,111.27,12.86,0.0,0.0,40.61,0.0,0.67,0.8,20.09,5.25,0.3,36.0,33.61,32.5,69.76,25.6
480.0,183.99,526.33,421.06,320.93,293.42,801.39,2170.44,44.15,0.12,0.0,0.62,56.22,3.21,0.68,0.4,7.91,5.25,17.53,36.0,8.74,6.5,27.8,19.2
480.0,182.7,236.25,189.0,323.08,295.38,939.29,2543.9,48.82,0.13,0.14,0.0,24.95,1.98,0.68,0.4,8.91,5.25,8.91,20.0,8.74,6.5,23.83,16.0
480.0,182.49,807.73,646.19,403.28,368.71,747.33,2024.01,54.36,0.9,1.19,0.31,38.56,0.0,0.68,0.4,7.79,4.5,19.28,40.0,26.21,19.5,35.75,25.6
480.0,175.32,285.48,228.38,362.76,331.66,917.16,2483.99,58.44,1.49,0.0,0.0,44.03,0.0,1.37,0.8,5.57,3.0,12.27,24.0,0.48,0.0,27.8,19.2
480.0,183.51,474.87,379.9,240.2,219.62,845.04,2288.65,48.8,0.0,0.0,1.7,57.55,0.0,0.0,0.0,10.02,6.0,15.78,32.0,0.0,0.0,23.83,16.0
480.0,188.73,2109.76,1687.81,160.49,146.73,69.28,187.64,0.0,0.0,0.17,0.65,0.0,0.0,0.0,0.0,1.39,0.0,2.05,20.0,42.66,26.0,21.0,12.8
480.0,182.7,2234.11,1787.29,79.34,72.54,1.86,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.4,1.39,0.0,0.41,4.0,8.53,6.5,12.6,6.4
480.0,182.49,1940.36,1552.29,81.11,74.16,109.37,296.21,0.0,0.0,0.23,0.31,2.31,0.0,0.69,0.4,1.39,0.0,2.05,20.0,51.19,32.5,12.6,6.4
480.0,189.72,2032.45,1625.96,121.31,110.91,106.31,287.92,0.0,0.0,0.66,0.46,0.0,0.0,0.0,0.0,1.39,0.0,2.87,28.0,59.72,39.0,16.8,9.6
480.0,186.62,2035.96,1628.77,158.94,145.32,89.96,243.63,0.0,0.0,0.33,1.08,10.85,3.82,0.0,0.0,1.39,0.0,2.46,24.0,30.65,19.5,12.6,9.6
480.0,187.51,1486.76,1189.41,200.28,183.11,513.53,1390.82,58.54,5.01,0.13,0.0,30.28,0.0,0.07,0.4,13.66,4.5,4.86,52.0,60.89,58.5,1.09,12.8
480.0,182.7,1754.57,1403.66,80.29,73.4,346.41,938.18,43.52,1.15,0.18,0.0,22.01,0.0,0.07,0.4,13.22,3.75,3.36,32.0,47.36,45.5,0.65,6.4
480.0,182.29,1531.88,1225.51,160.44,146.69,382.18,1035.06,34.91,3.42,0.05,0.0,25.05,0.0,0.14,0.8,12.54,3.75,4.11,44.0,60.89,58.5,1.09,12.8
480.0,175.32,1601.36,1281.09,120.23,109.92,376.67,1020.15,49.12,2.36,0.3,0.0,33.69,0.0,0.14,0.8,11.02,3.0,4.11,44.0,54.12,45.5,0.87,9.6
480.0,185.49,1425.4,1140.32,239.74,219.19,522.21,1414.32,54.06,2.94,0.0,0.0,41.42,0.0,0.21,1.2,18.86,6.0,4.86,52.0,34.74,32.5,1.09,16.0
480.0,188.73,1305.58,1044.46,160.41,146.66,413.36,1119.51,9.62,0.0,22.39,0.65,40.73,0.0,0.0,0.0,4.01,1.5,18.3,24.0,41.93,32.5,21.46,12.8
480.0,182.7,952.89,762.31,199.67,182.56,504.16,1365.43,4.92,0.0,13.85,0.0,56.36,0.0,0.72,0.4,2.67,0.75,18.3,24.0,34.94,26.0,21.46,12.8
480.0,182.49,1334.49,1067.59,159.87,146.17,380.17,1029.63,9.86,0.0,22.65,0.31,32.6,0.0,0.72,0.4,4.01,1.5,15.25,20.0,62.9,52.0,21.46,12.8
480.0,185.54,1185.71,948.56,80.65,73.73,432.28,1170.77,5.21,0.64,30.95,0.0,62.25,0.0,0.72,0.4,1.34,0.0,18.3,20.0,42.51,39.0,12.87,6.4
480.0,186.62,1278.23,1022.59,201.7,184.42,446.22,1208.5,19.55,0.0,19.63,1.08,49.42,0.0,0.0,0.0,6.69,3.0,23.71,28.0,49.33,45.5,25.75,16.0
480.0,188.53,1277.94,1022.35,280.68,256.63,427.07,1156.64,9.43,0.0,1.75,0.0,40.98,2.7,0.16,0.4,4.46,1.5,24.68,52.0,39.96,39.0,20.68,16.0
480.0,182.7,1145.9,916.72,201.87,184.57,507.3,1373.92,24.04,0.0,0.0,0.0,30.79,0.0,0.16,0.4,8.92,3.75,23.01,52.0,46.62,39.0,20.68,16.0
480.0,182.29,1276.26,1021.01,81.03,74.09,358.97,972.2,0.0,0.0,0.07,0.0,32.19,0.0,0.32,0.8,1.49,0.0,21.24,48.0,58.12,52.0,10.34,6.4
480.0,185.54,1257.15,1005.72,241.17,220.49,436.11,1181.14,15.05,1.75,0.29,0.0,51.9,3.39,0.16,0.4,2.97,0.75,19.47,44.0,30.85,26.0,17.23,12.8
480.0,186.42,1191.07,952.86,160.2,146.47,468.04,1267.61,14.85,0.0,0.0,0.0,39.86,0.0,0.32,0.8,5.94,2.25,26.55,56.0,53.27,52.0,17.23,12.8
480.0,188.73,612.86,490.29,157.44,143.94,716.03,1939.26,20.15,0.0,0.0,0.65,72.32,0.0,0.0,0.0,7.18,3.0,2.81,40.0,8.45,6.5,39.07,12.8
480.0,182.7,332.97,266.38,240.95,220.3,825.62,2236.07,29.39,1.81,0.0,0.0,46.27,14.2,1.18,0.4,7.18,3.0,2.04,28.0,9.42,6.5,28.36,9.6
480.0,182.49,756.36,605.08,160.77,146.99,630.41,1707.37,24.01,0.0,0.04,0.31,60.48,3.73,1.18,0.4,7.18,3.75,3.32,48.0,25.36,19.5,23.44,6.4
480.0,185.54,688.68,550.95,352.77,322.53,720.79,1952.14,34.42,0.64,0.0,0.0,71.17,9.08,1.18,0.4,10.06,4.5,3.06,48.0,11.09,6.5,23.44,9.6
480.0,186.62,525.28,420.22,279.58,255.62,703.38,1904.98,9.5,0.0,0.0,1.08,64.95,4.73,0.0,0.0,4.31,1.5,2.3,36.0,22.24,13.0,46.88,16.0
480.0,132.99,0.0,0.0,361.3,330.33,1115.57,3021.34,247.69,8.37,0.0,1.46,0.0,0.0,4.28,3.2,9.03,4.5,2.94,0.0,3.52,6.5,41.52,25.6
480.0,91.1,141.9,113.52,404.24,369.59,1079.59,2923.89,266.64,6.13,0.0,1.51,0.0,5.37,5.89,4.4,8.69,3.75,11.74,12.0,3.52,6.5,37.44,25.6
480.0,123.2,93.28,74.63,444.91,406.78,1074.03,2908.84,268.01,4.22,0.0,1.2,1.18,3.16,4.28,3.2,8.09,3.75,8.81,8.0,3.52,6.5,36.91,22.4
480.0,109.19,46.07,36.86,281.55,257.42,1114.73,3019.07,263.84,6.6,0.0,0.77,1.71,4.53,4.82,3.6,7.94,3.75,5.87,4.0,3.52,6.5,27.68,16.0
480.0,87.41,0.0,0.0,403.15,368.6,1086.84,2943.52,264.01,9.1,0.0,0.85,1.8,1.28,5.89,4.0,7.97,3.75,2.94,0.0,7.04,13.0,41.52,25.6
480.0,188.53,0.0,0.0,161.31,147.48,880.33,2384.22,0.0,0.0,0.0,0.0,42.53,0.0,0.47,0.4,1.39,0.0,0.38,0.0,7.36,6.5,0.55,12.8
480.0,182.7,46.96,37.57,159.48,145.81,836.63,2265.87,0.0,0.0,0.0,0.0,44.2,0.0,0.47,0.4,1.39,0.0,0.76,4.0,7.36,6.5,0.55,12.8
480.0,182.49,0.0,0.0,363.61,332.45,847.76,2296.0,0.0,0.0,0.0,0.31,43.61,0.0,0.47,0.4,1.39,0.0,0.38,0.0,7.36,6.5,0.77,19.2
480.0,185.54,0.0,0.0,242.54,221.75,900.18,2437.99,10.19,0.64,0.0,0.0,47.22,0.0,0.47,0.4,2.79,0.75,0.38,0.0,0.0,0.0,0.66,16.0
480.0,186.42,0.0,0.0,164.89,150.76,903.59,2447.23,9.91,0.0,0.0,0.0,38.97,0.0,0.94,0.8,4.18,1.5,0.38,0.0,7.36,6.5,0.55,12.8
480.0,184.85,379.52,303.62,159.17,145.53,882.17,2389.22,43.45,4.37,1.18,0.0,50.59,0.0,0.94,0.8,9.07,3.75,13.72,28.0,0.0,0.0,18.45,12.8
480.0,182.7,602.42,481.94,163.13,149.14,929.14,2516.43,92.51,2.16,0.0,0.0,26.86,0.0,0.47,0.4,12.16,6.0,13.72,32.0,8.55,6.5,18.45,12.8
480.0,182.49,897.94,718.35,293.08,267.96,600.36,1625.98,29.1,0.0,0.25,0.31,55.34,0.0,0.47,0.4,10.58,4.5,22.29,48.0,34.2,26.0,29.53,25.6
480.0,174.91,524.97,419.98,201.8,184.5,882.44,2389.95,78.03,2.33,0.0,0.08,41.0,3.64,0.94,0.8,12.18,6.0,18.86,40.0,8.55,6.5,18.45,12.8
480.0,186.42,429.58,343.66,242.37,221.6,882.79,2390.9,49.4,0.0,0.0,0.0,50.48,0.02,0.94,0.8,15.12,6.75,17.15,36.0,0.0,0.0,22.16,19.2
480.0,187.51,2296.77,1837.42,162.71,148.76,106.58,288.65,58.3,2.12,1.64,0.0,0.0,0.0,0.5,0.4,12.54,5.25,1.9,4.0,11.36,39.0,14.71,12.8
480.0,168.41,2184.62,1747.69,121.77,111.33,162.85,441.04,98.5,4.81,0.0,0.06,0.71,0.0,2.01,1.6,15.67,7.5,3.8,8.0,12.99,45.5,11.76,9.6
480.0,182.49,2135.5,1708.4,199.09,182.02,109.29,296.0,53.98,1.39,0.0,0.31,0.0,0.0,0.5,0.4,14.11,6.0,1.9,4.0,9.74,32.5,17.65,16.0
480.0,185.05,2337.06,1869.64,121.12,110.74,71.69,194.17,67.87,4.6,0.26,0.0,0.0,0.0,0.5,0.4,9.4,3.75,1.9,4.0,8.12,26.0,11.76,9.6
480.0,186.42,2280.28,1824.22,119.24,109.02,197.35,534.5,77.94,3.65,2.11,0.0,1.62,0.0,1.01,0.8,14.11,6.0,1.9,4.0,17.86,65.0,11.76,9.6
480.0,187.51,48.09,38.47,348.36,318.5,1078.61,2921.23,68.31,7.78,0.0,0.0,6.93,1.69,0.69,0.4,8.85,3.75,0.81,4.0,4.86,6.5,30.14,22.4
480.0,182.7,47.86,38.29,438.86,401.24,1072.37,2904.34,87.58,4.59,0.0,0.0,0.0,1.61,0.69,0.4,16.38,6.75,0.81,4.0,4.86,6.5,30.14,19.2
480.0,182.49,0.0,0.0,286.47,261.92,928.7,2515.22,24.36,0.0,0.0,0.31,28.43,4.27,0.69,0.4,10.62,3.75,0.41,0.0,5.67,6.5,25.83,16.0
480.0,185.05,93.92,75.13,280.07,256.07,1089.17,2949.83,73.64,3.91,0.0,0.0,6.51,0.0,0.69,0.4,17.71,6.75,1.22,8.0,4.86,6.5,34.45,22.4
480.0,183.2,0.0,0.0,280.77,256.71,1076.18,2914.66,58.36,3.12,0.0,1.76,6.83,0.0,0.0,0.0,14.16,5.25,0.41,0.0,4.86,6.5,34.45,22.4
480.0,118.55,638.74,510.99,437.71,400.19,1068.52,2893.9,242.38,4.52,12.19,1.16,4.22,35.77,3.7,2.4,10.63,4.5,35.5,28.0,6.98,13.0,92.29,19.2
480.0,140.94,235.84,188.68,360.87,329.94,1077.69,2918.74,222.08,11.56,0.0,2.85,0.36,8.33,3.03,1.6,7.09,3.0,25.36,16.0,3.49,6.5,92.29,19.2
480.0,151.73,764.96,611.97,349.99,319.99,943.64,2555.69,155.67,14.65,6.06,1.6,1.09,0.0,3.08,2.0,15.76,6.0,45.64,32.0,17.45,32.5,92.29,22.4
480.0,147.49,471.76,377.41,241.1,220.43,1089.44,2950.56,233.89,15.21,3.1,0.88,1.29,0.0,1.85,1.2,5.32,2.25,35.5,24.0,6.98,13.0,92.29,19.2
480.0,113.32,428.3,342.64,484.41,442.89,1088.84,2948.95,217.32,11.5,4.37,2.03,1.65,10.9,5.55,3.2,10.7,4.5,37.89,28.0,6.98,13.0,105.47,22.4
480.0,157.8,2266.47,1813.17,123.15,112.6,488.99,1324.35,200.81,14.7,0.0,0.53,4.21,3.65,2.44,2.0,12.05,3.0,1.4,8.0,38.57,71.5,33.58,9.6
480.0,102.33,1849.7,1479.76,362.68,331.6,503.08,1362.51,205.3,20.84,0.0,1.97,10.66,24.06,2.93,2.0,8.55,2.25,3.5,20.0,35.35,65.0,45.42,12.8
480.0,138.43,2140.48,1712.38,282.11,257.93,500.23,1354.8,179.17,5.48,0.0,2.73,3.08,9.71,3.42,2.8,19.95,4.5,2.1,12.0,41.78,84.5,49.88,12.8
480.0,120.04,1552.55,1242.04,283.25,258.97,539.09,1460.04,164.68,14.7,0.0,0.84,9.05,2.71,3.91,3.2,20.67,5.25,6.29,36.0,32.14,58.5,62.57,19.2
480.0,152.55,1574.6,1259.68,240.37,219.77,574.23,1555.22,131.06,17.74,0.08,1.47,9.3,3.12,1.95,1.6,15.19,3.75,9.79,56.0,43.52,84.5,49.88,12.8
480.0,188.53,2288.78,1831.03,163.29,149.29,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.36,0.4,0.48,0.0,3.91,4.0,2.85,0.0,11.61,12.8
480.0,182.7,2234.11,1787.29,150.29,137.41,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.36,0.4,0.95,0.75,3.91,4.0,2.85,0.0,9.29,12.8
480.0,182.49,2235.05,1788.04,162.45,148.53,0.0,0.0,4.56,0.0,0.94,0.31,0.0,0.0,0.36,0.4,0.95,0.75,3.91,4.0,2.85,0.0,11.61,12.8
480.0,185.54,2319.1,1855.28,121.27,110.88,0.0,0.0,15.1,0.0,4.85,0.0,0.0,0.0,0.36,0.4,1.91,2.25,0.0,0.0,2.85,0.0,9.29,9.6
480.0,186.42,2274.29,1819.43,120.11,109.82,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.72,0.8,0.48,0.0,3.91,4.0,2.85,0.0,9.29,9.6
480.0,188.53,854.44,683.56,321.85,294.26,554.39,1501.48,0.0,0.0,0.08,0.0,46.49,0.0,0.63,0.4,1.27,0.0,14.73,44.0,43.9,39.0,5.41,25.6
480.0,182.7,911.41,729.13,200.46,183.27,538.12,1457.41,9.49,0.0,0.0,0.0,62.7,0.0,0.63,0.4,3.81,1.5,17.18,56.0,30.8,26.0,3.61,16.0
480.0,182.49,1135.52,908.41,203.92,186.44,440.41,1192.79,4.65,0.0,0.3,0.31,45.37,0.0,0.63,0.4,2.54,0.75,16.25,52.0,51.22,45.5,3.0,12.8
480.0,185.54,1118.72,894.98,40.57,37.09,469.31,1271.04,10.19,0.64,0.45,0.0,50.63,0.0,0.63,0.4,2.54,0.75,17.18,56.0,47.86,39.0,1.2,3.2
480.0,186.62,757.56,606.05,118.89,108.7,612.14,1657.87,9.65,0.0,0.0,1.08,73.2,0.0,0.0,0.0,2.54,0.75,18.41,56.0,22.61,19.5,2.4,9.6
480.0,142.41,1032.49,825.99,324.0,296.23,1070.16,2898.35,231.62,4.32,0.15,0.91,5.51,5.39,3.1,3.2,10.58,4.5,4.04,44.0,5.0,6.5,38.24,16.0
480.0,91.36,1421.1,1136.88,201.24,183.99,805.65,2181.97,265.98,4.14,0.11,0.75,23.72,5.17,4.65,4.4,8.82,3.75,6.61,68.0,20.02,26.0,38.24,12.8
480.0,136.52,1854.19,1483.36,402.17,367.7,823.17,2229.42,243.07,6.88,0.0,0.32,18.47,0.22,3.49,3.6,9.63,3.75,2.57,24.0,20.02,26.0,61.19,22.4
480.0,140.36,1614.94,1291.95,401.65,367.22,861.35,2332.83,224.6,7.73,0.26,1.36,32.85,12.91,2.71,2.8,10.58,3.75,4.04,40.0,15.4,19.5,30.59,9.6
480.0,115.48,902.18,721.74,241.73,221.01,975.82,2642.84,213.47,11.13,0.06,0.35,13.64,0.0,3.49,3.6,10.54,3.75,4.41,48.0,16.83,19.5,45.89,16.0
480.0,187.71,0.0,0.0,282.9,258.65,1067.98,2892.44,53.71,3.47,0.0,0.86,15.75,1.64,0.0,0.0,10.73,5.25,1.7,0.0,0.0,0.0,23.54,19.2
480.0,182.7,48.72,38.98,279.71,255.74,1041.8,2821.54,68.76,2.19,0.0,0.0,5.73,0.0,1.52,0.4,12.07,6.75,3.4,4.0,8.61,6.5,26.9,22.4
480.0,182.49,0.0,0.0,324.46,296.65,943.83,2556.2,32.83,0.0,0.0,0.31,25.59,0.0,1.52,0.4,9.39,5.25,1.7,0.0,8.61,6.5,26.9,22.4
480.0,175.52,0.0,0.0,219.27,200.47,1042.54,2823.54,68.04,1.39,0.0,1.47,20.52,0.0,1.52,0.4,10.73,5.25,1.7,0.0,0.0,0.0,16.81,16.0
480.0,183.51,0.0,0.0,317.89,290.64,1016.13,2752.01,49.38,0.86,0.0,1.7,25.48,0.0,0.0,0.0,9.89,5.25,1.7,0.0,0.0,0.0,26.9,22.4
480.0,156.33,1286.16,1028.93,441.24,403.42,736.96,1995.92,140.86,3.05,0.0,0.37,12.16,22.61,1.56,4.4,15.4,10.5,0.36,48.0,31.64,58.5,77.41,19.2
480.0,109.12,1070.35,856.28,200.35,183.18,713.74,1933.04,170.44,5.04,0.0,0.07,13.96,0.0,1.27,3.6,12.84,8.25,0.44,64.0,21.09,39.0,74.92,16.0
480.0,174.51,1590.9,1272.72,361.08,330.13,806.89,2185.33,170.92,3.92,0.0,0.14,19.21,1.27,0.48,1.2,14.04,9.0,0.33,48.0,21.09,39.0,99.89,22.4
480.0,176.62,1403.01,1122.41,279.61,255.64,785.69,2127.91,148.05,5.26,0.0,0.0,12.6,0.0,0.57,1.6,9.9,6.75,0.25,36.0,31.64,58.5,74.92,16.0
480.0,119.06,1214.15,971.32,282.35,258.15,733.72,1987.17,182.06,5.16,0.0,0.32,4.1,9.86,1.13,3.2,15.4,10.5,0.41,60.0,31.64,52.0,87.41,19.2
480.0,138.34,1413.45,1130.76,161.51,147.67,873.19,2364.89,209.96,9.84,15.79,1.97,19.06,7.69,4.4,3.6,13.4,5.25,20.01,24.0,26.07,26.0,31.81,9.6
480.0,86.24,1214.46,971.57,200.54,183.35,780.64,2114.24,239.83,11.7,15.31,0.89,32.54,1.85,3.91,3.2,7.01,3.0,23.34,28.0,19.55,19.5,43.29,16.0
480.0,88.17,1804.62,1443.69,445.56,407.37,687.71,1862.54,263.9,5.3,14.68,0.77,16.87,1.88,5.86,4.4,7.01,3.0,9.75,8.0,45.62,45.5,69.26,22.4
480.0,97.0,1160.86,928.69,289.33,264.53,857.03,2321.13,240.7,9.72,9.1,1.0,37.26,6.54,7.33,6.0,8.76,3.75,26.67,32.0,13.03,13.0,51.94,19.2
480.0,53.6,1235.32,988.26,237.74,217.37,683.91,1852.26,251.32,9.07,8.92,0.02,42.15,8.44,4.88,4.0,8.76,3.75,21.49,24.0,26.07,26.0,60.4,19.2
480.0,188.73,1282.92,1026.34,201.41,184.14,396.25,1073.17,0.0,0.0,0.08,0.65,6.7,4.0,0.0,0.0,1.66,0.0,3.91,52.0,46.16,84.5,16.12,9.6
480.0,182.7,1290.4,1032.32,200.64,183.44,361.53,979.13,0.0,0.0,0.01,0.0,6.19,0.0,1.49,0.4,1.66,0.0,3.35,48.0,46.09,78.0,24.18,16.0
480.0,182.49,1133.44,906.75,200.8,183.59,418.75,1134.1,0.0,0.0,0.18,0.31,8.81,0.0,1.49,0.4,1.66,0.0,4.09,56.0,53.18,97.5,20.15,12.8
480.0,189.72,1086.18,868.95,205.3,187.71,467.33,1265.68,0.0,0.0,0.07,0.46,6.65,0.0,0.0,0.0,1.66,0.0,4.75,68.0,63.82,110.5,24.18,16.0
480.0,186.62,943.76,755.01,161.61,147.75,503.75,1364.33,0.0,0.0,0.0,1.08,12.76,0.0,0.0,0.0,1.66,0.0,3.35,44.0,46.62,84.5,20.15,12.8
480.0,183.51,2101.28,1681.02,161.59,147.74,235.73,638.42,53.86,0.0,0.35,0.03,25.98,0.0,0.9,0.8,6.05,3.75,6.06,20.0,66.95,45.5,17.63,9.6
480.0,179.53,2135.38,1708.3,0.0,0.0,179.99,487.48,106.56,2.19,0.0,0.63,12.88,0.0,0.45,0.4,10.09,7.5,2.42,8.0,58.58,39.0,4.41,0.0
480.0,182.49,2135.5,1708.4,80.16,73.29,145.27,393.44,86.94,3.3,0.0,0.31,2.31,0.0,0.45,0.4,8.07,5.25,1.21,4.0,66.95,45.5,13.22,6.4
480.0,185.05,2337.06,1869.64,123.85,113.24,160.74,435.34,83.78,1.31,0.26,0.0,4.89,0.0,0.45,0.4,13.11,9.0,1.21,4.0,75.32,52.0,17.63,9.6
480.0,182.39,2281.43,1825.15,0.0,0.0,109.67,297.02,83.03,2.05,0.36,0.28,1.68,0.0,1.36,1.2,9.08,6.0,2.42,8.0,41.84,26.0,4.41,0.0
480.0,94.24,192.22,153.78,242.11,221.36,1077.24,2917.52,207.39,16.14,0.0,0.0,14.02,1.65,0.39,4.4,5.74,2.25,5.96,16.0,0.0,0.0,11.4,16.0
480.0,94.85,95.56,76.45,359.35,328.55,1079.59,2923.89,268.61,8.75,0.0,0.0,0.0,0.0,0.36,4.0,7.24,2.25,3.57,8.0,7.63,6.5,18.99,28.8
480.0,82.94,141.68,113.34,359.56,328.74,1074.03,2908.84,242.39,10.62,0.0,0.0,1.18,1.78,0.45,5.2,5.74,2.25,4.77,12.0,7.63,6.5,17.1,25.6
480.0,106.33,139.1,111.28,401.55,367.13,1116.99,3025.17,287.3,9.63,0.0,0.03,6.56,1.81,0.61,7.2,3.82,1.5,4.77,12.0,0.0,0.0,13.3,19.2
480.0,95.55,195.59,156.48,241.05,220.39,1076.41,2915.28,224.68,12.01,0.0,0.03,14.17,0.0,0.48,5.6,7.65,3.0,5.96,16.0,0.0,0.0,11.4,16.0
480.0,188.53,238.56,190.85,243.26,222.41,785.12,2126.38,0.0,0.0,0.0,0.0,30.11,0.0,0.32,0.4,1.49,0.0,0.1,20.0,8.9,52.0,7.82,19.2
480.0,182.7,242.56,194.05,81.93,74.9,757.39,2051.27,0.0,0.0,0.0,0.0,29.49,0.0,0.32,0.4,1.49,0.0,0.1,24.0,8.9,45.5,3.35,6.4
480.0,182.49,284.35,227.48,280.07,256.06,787.2,2132.01,14.7,0.0,0.0,0.31,22.11,0.0,0.32,0.4,5.97,2.25,0.1,20.0,11.32,65.0,7.82,19.2
480.0,185.54,143.68,114.95,200.99,183.76,847.13,2294.31,9.95,0.64,0.0,0.0,33.06,0.0,0.32,0.4,2.98,0.75,0.05,8.0,7.78,45.5,6.7,16.0
480.0,186.42,191.84,153.47,202.32,184.98,793.51,2149.08,0.0,0.0,0.0,0.0,33.25,0.0,0.64,0.8,1.49,0.0,0.06,12.0,6.67,39.0,5.58,16.0
480.0,187.51,905.05,724.04,206.67,188.95,731.97,1982.41,56.68,4.86,21.34,0.0,54.12,0.0,0.39,0.4,13.81,5.25,40.56,28.0,15.91,13.0,2.05,19.2
480.0,182.7,1364.75,1091.8,283.05,258.78,630.85,1708.56,82.33,2.92,29.11,0.0,55.78,0.0,0.39,0.4,17.07,6.0,17.08,12.0,23.87,19.5,1.71,12.8
480.0,182.49,1374.56,1099.65,191.91,175.46,523.04,1416.56,63.26,1.57,22.37,0.31,38.63,0.0,0.39,0.4,13.81,4.5,22.78,16.0,47.74,39.0,1.37,12.8
480.0,175.32,1183.86,947.09,333.02,304.47,710.24,1923.57,92.95,5.98,25.53,0.0,58.06,0.0,0.79,0.8,15.79,5.25,28.47,16.0,15.91,13.0,2.73,25.6
480.0,186.42,1106.15,884.92,199.34,182.25,725.43,1964.71,87.12,5.12,29.53,0.0,47.61,0.0,0.79,0.8,12.26,4.5,28.47,20.0,23.87,19.5,2.05,16.0
480.0,103.28,2258.99,1807.19,241.31,220.62,413.42,1119.68,254.76,10.38,0.45,0.09,0.0,0.0,0.69,4.0,5.67,2.25,2.49,8.0,22.42,97.5,16.06,19.2
480.0,116.29,1924.83,1539.86,278.22,254.38,395.24,1070.43,170.51,8.62,0.0,0.0,1.52,0.0,0.62,3.6,14.53,5.25,6.24,20.0,17.94,71.5,18.35,22.4
480.0,141.13,2197.1,1757.68,321.74,294.16,470.53,1274.36,203.51,9.21,0.0,0.0,3.39,0.0,0.48,2.8,13.23,4.5,1.25,4.0,16.44,71.5,16.06,19.2
