pareto_id,tau_robot1,tau_robot2,tau_mag1,tau_mag2,tau_remag,w_robot1,w_mag1,n_replications,mean_inputs,mean_outputs,mean_throughput_ratio,mean_energy,mean_emission,sd_outputs,sd_energy,sd_emission,ci95_outputs_low,ci95_outputs_high,ci95_energy_low,ci95_energy_high,ci95_emission_low,ci95_emission_high,nondominated_after_reevaluation,score_equal,score_throughput_priority,score_sustainability_priority,score_energy_priority,score_emission_priority
40,6.296061475615644,10.449603477085835,6.3349190613042285,3.607199793235581,3.974988680042008,0.7952348253366668,0.906150621594485,100,76.6,53.38,0.7021971023229492,2618.0110475746937,2528.110441764561,2.766246773540136,178.30535687727465,105.54261398200563,52.83111662598855,53.928883374011455,2582.6313964086244,2653.390698740763,2507.1684973875977,2549.0523861415245,True,0.6188108212725865,0.6785257565672329,0.5889533536252635,0.46109130043514335,0.7168154068153835
41,6.149756665589153,11.88086572865228,3.7326355083500826,17.757556401671163,4.779397757440539,0.8533404148650516,0.5063355571824607,100,75.78,57.25,0.7603308227143427,3187.827736138295,2116.488815459633,3.91158600193132,214.7240905719514,196.25386020248496,56.47385647476838,58.02614352523162,3145.22181809728,3230.4336541793105,2077.5477918383544,2155.4298390809117,True,0.5805557780287949,0.592259847185375,0.5747037434505048,0.5579768693290458,0.5914306175719637
42,5.82225620494285,10.341732557234662,5.759805418195928,18.595838571883423,2.781833761724065,0.536678881171181,0.1024051860123906,100,77.17,65.55,0.8544997963113654,3904.806649577197,1756.273345419839,4.432148394846386,263.3050617417716,206.190381618827,64.67056560233438,66.42943439766562,3852.561212884591,3957.052086269803,1715.3607003752268,1797.1859904644512,True,0.5183571952546852,0.4191533764575146,0.5679591046532705,0.6714461174792307,0.46447209182731025
43,10.206171788167453,9.463145726351204,11.475676885925214,10.808587237413146,1.2464500427708316,0.9743693239310276,0.0093307882400453,100,76.24,49.65,0.6568436159867698,2982.2568850207026,1186.0726990576686,1.6719612870681382,124.93411209453224,98.23088292569714,49.31824660719331,49.98175339280669,2957.467246716737,3007.046523324668,1166.5815607513853,1205.563837363952,True,0.4551959364261723,0.6413793205469099,0.36210424436580346,0.4395271973815798,0.2846812913500271
44,0.8347419415894759,17.31349813713638,1.6989069251269038,7.774831166849228,0.3695202939386339,0.3712151714999709,0.7342234730279403,100,74.67,64.65,0.8704314583622199,3395.523637190582,2739.248479810558,5.2153135044304815,305.84387431475545,195.19192330812265,63.61516865370769,65.68483134629231,3334.8375771975398,3456.209697183625,2700.518167508002,2777.9787921131137,True,0.6452146234281303,0.5099917597419497,0.7128260552712207,0.6404528644735827,0.7851992460688585
45,0.8347419415894759,7.139336071701244,1.6989069251269038,7.774831166849228,0.3695202939386339,0.3712151714999709,0.1507083060871054,100,75.73,67.33,0.8916364493080221,3972.7606910343297,1880.9158762985544,4.592604947306072,264.007325988154,199.15935622765736,66.41872754119726,68.24127245880274,3920.375909879512,4025.1454721891473,1841.3983392307075,1920.433413366402,True,0.5318472143232656,0.3981267335019349,0.5987074547339312,0.6938315966947999,0.5035833127730622
46,6.337062793447017,12.502404132068731,5.071186239261355,16.351985052899717,13.998078639425255,0.8006472874380728,0.0273326840105542,100,75.42,59.1,0.7888781975903264,3591.062615521464,1454.3884260918123,2.6874192494328497,178.67468182781252,128.41284267317292,58.56675771694646,59.63324228305354,3555.609682272648,3626.515548770281,1428.9085321694597,1479.868320014165,True,0.488702078957655,0.5068817790719345,0.47961222890051536,0.5876692937405823,0.3715551640604483
47,19.27819190973088,16.826207435058656,2.7148673260521354,11.12211367350674,12.705285197620396,0.9797827191126018,0.9526222497728006,100,76.47,48.41,0.6385137771027719,2311.416670275833,2391.114874476621,1.4220130843706087,116.9715432826916,104.10596066399808,48.12784175327246,48.69215824672753,2288.206978373268,2334.626362178398,2370.4579932863603,2411.771755666881,True,0.6044253505707795,0.7512032676021814,0.5310363920550785,0.3879799139756642,0.6740928701344927
48,6.624996607363861,7.302182658083059,0.3794209979744129,9.89933666192753,0.1988949676818947,0.3711809509065169,0.5012736815472516,100,75.53,70.63,0.9356878873338432,3901.245848172409,2614.6156434545974,5.938497922518588,318.22779816065247,279.38740187288704,69.45167317556395,71.80832682443604,3838.102549017244,3964.3891473275744,2559.1791215711823,2670.0521653380124,True,0.6264743960155567,0.4009153124559598,0.7392539377953551,0.7355675629985691,0.7429403125921411
50,6.3550489095302645,19.144374288901908,1.1976664264457293,16.374413976027103,13.865065697175291,0.7360559168987983,0.5398374330745699,100,75.7,64.28,0.8528606997367991,3582.3516351550998,2458.7469896492485,4.870193823533913,269.5661526520976,221.9913637975057,63.31364788582111,65.24635211417889,3528.8638621905725,3635.839408119626,2414.699086935694,2502.794892362803,True,0.6248333788151869,0.5038161827083351,0.685341976868613,0.667516060539766,0.7031678931974598
